ID Coordination E_adsorption/eV
01000   8  -0.9151
01001   9  -0.5481
01002   9  -0.6770
01003   6  -1.0268
01004   7  -0.8183
01005   9  -0.6261
01006   7  -0.7752
01007   7  -0.7485
01008   8  -0.7778
01009   9  -0.5643
01010   7  -0.8395
01011   9  -0.5285
01012   9  -0.6703
01013   6  -0.9253
01014   6  -0.9910
01015   9  -0.5688
01017   8  -0.7019
01018   9  -0.5543
01019   7  -0.7667
0102    7  -0.8575
01020   7  -0.8548
01022   7  -0.8686
01023   9  -0.6917
01024   9  -0.6032
01025   7  -0.8504
01026   6  -1.0011
01027   7  -0.7917
01028   6  -1.0464
01029   8  -0.7815
0110    9  -0.6284
0165    8  -0.6689
02000   8  -0.6856
02001   7  -0.8897
02002   8  -0.6555
02003   8  -0.7978
02004   8  -0.6842
02005   9  -0.7255
02006   9  -0.5784
02007   9  -0.6454
02008   7  -0.8081
02009   6  -0.9759
02010   8  -0.7675
02011   9  -0.5596
02012   7  -0.8177
02013   8  -0.7533
02014   6  -0.9355
02015   9  -0.6513
02016   9  -0.6184
02017   7  -0.8195
02018   7  -0.6263
02019   7  -0.8178
02020   9  -0.5499
02022   7  -0.8019
02023   8  -0.6477
02025   8  -0.7418
02026   9  -0.6390
02027   9  -0.5683
02028   7  -0.8437
02029   8  -0.6610
03000   8  -0.6764
03001   9  -0.6097
03002   9  -0.5526
03003   7  -0.7387
03004   8  -0.7104
03005   9  -0.6286
03007   9  -0.8655
03008   7  -0.7494
03009   7  -0.9537
03010   8  -0.6658
03011   7  -0.9269
03013   8  -0.6657
03014   6  -0.9531
03015   7  -0.8308
03016   6  -0.9643
03018   6  -0.9623
03019   6  -0.9766
03020   6  -0.9183
03021   8  -0.6879
03022   9  -0.6082
03023   8  -0.5860
03024   9  -0.5952
03025   9  -0.8795
03026   7  -0.9299
03027   9  -0.6638
03028   6  -1.0223
03029   9  -0.6323
0389    8  -0.6769
04000   7  -0.9005
04001   8  -0.6789
04002   9  -0.5573
04003   8  -0.7702
04004   8  -0.7031
04005   7  -0.8166
04006   8  -0.8244
04007   8  -0.6718
04008   8  -0.8112
04009   8  -0.7309
04010   9  -0.6789
04011   6  -0.9331
04012   7  -0.8331
04013   6  -0.9325
04014   6  -0.9622
04015   8  -0.7564
04016   7  -0.9004
04017   9  -0.4745
04018   7  -0.7628
04019   7  -0.8228
04020   9  -0.7318
04021   8  -0.6877
04022   9  -0.6098
04023   9  -0.5213
04024   8  -0.6639
04025   9  -0.4851
04026   6  -0.9183
04027   8  -0.8135
04028   7  -0.8000
04029   9  -0.5182
0430    8  -0.7234
0439    9  -0.4409
05000   7  -0.8705
05001   7  -0.8264
05002   7  -0.8460
05003   8  -0.8233
05004   6  -0.9676
05005   8  -0.6616
05006   9  -0.6248
05007   8  -0.7818
05008   9  -0.6371
05010   8  -0.7709
05011   6  -0.9763
05012   7  -0.8362
05013   6  -0.9200
05014   9  -0.5227
05015   8  -0.6657
05016   9  -0.5545
05017   9  -0.5781
05018   8  -0.7426
05019   9  -0.6409
05020   8  -0.7384
05021   6  -0.9446
05022   9  -0.6303
05023   8  -0.6863
05024   9  -0.6556
05025   8  -0.7691
05026   9  -0.5541
05027   9  -0.8257
05028   8  -0.8915
05029   7  -0.7920
06000   9  -0.5708
06001   8  -0.7896
06002   9  -0.6434
06003   7  -0.8083
06004   9  -0.5565
06005   7  -0.8626
06006   8  -0.6365
06007   7  -0.9139
06008   6  -0.9461
06009   7  -0.7951
06010   8  -0.7310
06011   7  -0.8168
06012   8  -0.8114
06013   6  -0.9713
06014   8  -0.7402
06015   8  -0.6727
06016   6  -0.9892
06017   9  -0.5756
06018   6  -0.9741
06019   6  -1.0401
06020   6  -0.9543
06021   7  -0.8567
06022   9  -0.5318
06023   9  -0.5515
06024   8  -0.8045
06025   9  -0.6653
06026   9  -0.4582
06027   6  -0.9446
06028   7  -0.7561
06029   6  -0.9582
0614    9  -0.4365
0647    7  -0.9081
07000   9  -0.5582
07001   7  -0.8462
07002   7  -0.8888
07003   6  -0.9512
07004   9  -0.6407
07005   9  -0.6974
07006   7  -0.7494
07007   8  -0.8442
07008   8  -0.8160
07009   7  -0.8863
07010   9  -0.7397
07011   6  -0.9438
07012   7  -0.8558
07013   8  -0.8857
07014   8  -0.8576
07015   8  -0.6737
07016   7  -0.9587
07017   9  -0.6187
07018   6  -0.9213
07019   8  -0.6171
07020   8  -0.7852
07022   9  -0.6437
07023   8  -0.9026
07024   7  -0.7916
07025   7  -0.8180
07026   7  -0.8269
07027   6  -0.9564
07028   7  -0.9894
07029   6  -0.9158
08000   7  -0.8768
08001   7  -0.8218
08002   7  -0.9106
08003   8  -0.7464
08004   6  -0.9802
08005   7  -0.7868
08006   9  -0.4985
08007   7  -0.8013
08008   8  -0.8101
08009   9  -0.6168
08011   8  -0.7960
08012   6  -0.9001
08013   6  -1.0169
08014   7  -0.8182
08015   8  -0.9386
08016   9  -0.6364
08017   9  -0.7745
08018   9  -0.6303
08019   7  -0.8578
08020   8  -0.7188
08021   6  -0.9437
08022   8  -0.8016
08023   8  -0.5514
08024   7  -0.7753
08025   9  -0.6523
08026   7  -0.8568
08027   8  -0.6857
08028   6  -0.9588
08029   7  -0.8294
0872    9  -0.5437
09000   8  -0.7163
09001   6  -0.9437
09002   8  -0.7532
09003   8  -0.6640
09004   8  -0.6899
09005   9  -0.6680
09006   6  -1.0365
09007   7  -0.8318
09008   8  -0.7502
09009   6  -0.9369
09010   8  -0.7486
09011   7  -0.7956
09012   6  -0.8940
09013   9  -0.6757
09014   7  -0.7984
09015   8  -0.7073
09016   6  -0.9479
09017   9  -0.5557
09018   6  -0.9807
09019   9  -0.6429
09020   6  -0.9687
09021   9  -0.3945
09022   7  -0.8150
09023   6  -0.9509
09024   7  -0.9241
09025   8  -0.8851
09026   9  -0.6870
09027   9  -0.5035
09028   8  -0.8134
09029   9  -0.6274
0968    9  -0.4900
1072    8  -0.7574
1110025 7  -0.8005
1110031 8  -0.5041
1110038 8  -0.6291
1110076 6  -0.5646
1110077 6  -0.8677
1110083 6  -1.0120
1110084 6  -0.8507
1110088 8  -1.0059
1110091 6  -0.8184
1110094 8  -0.3558
1110097 7  -0.7469
1110103 8  -0.7024
1110105 9  -0.6514
1110108 6  -0.7860
1110114 7  -0.8454
1110118 7  -0.6587
1110132 7  -0.7837
1110135 8  -0.7565
1110138 6  -0.8937
1110150 7  -0.7165
1110155 8  -0.7004
1110158 6  -0.9641
1110176 6  -0.9340
1110182 9  -0.8411
1110208 6  -0.7243
1110209 9  -0.4812
1110221 5  -0.8372
1110226 8  -0.6218
1110229 6  -0.9457
1110230 7  -0.9251
1110256 7  -0.7234
1110259 8  -0.4457
1110284 7  -0.5647
1110292 7  -0.7711
1110296 5  -1.1279
1110298 7  -0.9768
1110302 8  -0.5362
1110303 7  -0.5199
1110305 7  -0.7253
1110315 6  -0.9523
1110318 8  -0.8231
1110323 7  -0.8613
1110339 8  -0.5992
1110356 8  -0.5695
1110362 6  -0.6669
1110365 7  -0.7076
1110368 7  -0.7925
1110372 6  -0.8951
1110381 7  -0.7461
1110384 7  -0.7639
1110385 5  -0.9490
1110397 7  -0.8196
1110404 8  -0.6313
1110405 5  -1.0426
1110421 7  -0.7509
1110426 7  -0.7287
1110452 9  -0.4893
1110472 8  -0.6106
1110489 7  -0.8750
1110503 7  -0.8372
1110520 7  -0.9437
1110530 7  -0.8391
1110532 6  -0.8391
1110534 8  -0.6223
1110581 5  -1.1142
1110590 7  -0.9219
1110611 7  -0.7791
1110616 6  -0.6200
1110620 6  -0.9128
1110625 9  -0.4747
1110647 6  -0.8121
1110663 5  -1.0089
1110672 7  -0.6355
1110686 6  -0.7104
1110687 6  -0.7284
1110693 6  -0.9018
1110712 8  -0.7724
1110714 7  -0.7170
1110716 8  -0.8540
1110727 7  -0.7382
1110745 8  -0.6515
1110761 8  -0.5833
1110762 9  -0.2427
1110781 8  -0.4976
1110785 8  -0.4546
1110788 6  -0.9296
1110792 6  -0.6826
1110794 5  -1.0208
1110803 6  -0.7777
1110822 5  -0.8016
1139    7  -0.7957
1193    6  -0.8964
1326    9  -0.4117
1421    9  -0.4353
1447    9  -0.5318
1516    9  -0.4572
1635    9  -0.4454
1671    9  -0.5564
1675    7  -0.8649
1681    6  -0.9806
1702    8  -0.7015
1995    9  -0.5236
2165    9  -0.3053
2291    8  -0.7552
2330    9  -0.4754
2393    9  -0.5017
2537    6  -0.9248
2601    9  -0.6557
2622    9  -0.4496
2656    7  -0.9102
2814    7  -0.8739
2914    9  -0.3391
2922    8  -0.7877
3092    9  -0.6092
3119    9  -0.4907
3531    7  -0.8886
3542    6  -0.9777
3579    8  -0.8483
3584    9  -0.5492
3615    8  -0.6665
3697    8  -0.7803
3853    6  -1.0107
3859    6  -0.9755
3945    6  -0.9754
4086    8  -0.7800
4102    7  -0.8260
4118    8  -0.7440
4179    7  -0.8374
4206    9  -0.4577
4460    8  -0.7354
4618    7  -0.8549
4661    8  -0.6040
4676    8  -0.7750
4756    7  -0.8450
4836    8  -0.7246
4982    7  -0.8510
5206    9  -0.4331
5320    7  -0.8884
5365    9  -0.4202
5402    6  -0.8993
5641    8  -0.9653
5917    8  -0.7369
5951    9  -0.4495
5965    7  -0.7964
5978    8  -0.6464
600003  6  -0.9553
600004  6  -0.9356
600018  6  -0.9242
600020  6  -0.9366
600029  6  -0.9419
600038  6  -0.9887
600054  6  -0.9351
600056  6  -0.9803
600065  6  -0.9245
600068  6  -0.9476
600077  6  -0.9484
600090  6  -0.9477
600093  6  -0.9613
600101  6  -0.9175
600110  6  -0.9800
600113  6  -0.9083
600124  6  -0.9807
600128  6  -1.0817
600137  6  -0.9558
600139  6  -0.9346
600145  6  -0.9487
600168  6  -0.9276
600172  6  -1.0167
600187  6  -0.9558
600193  6  -0.9290
600213  6  -0.9496
600235  6  -0.9885
600249  6  -0.9885
600251  6  -0.9913
600286  6  -0.8233
600293  6  -0.9206
600301  6  -1.0038
600316  6  -0.9916
600317  6  -0.9196
600320  6  -0.9298
600339  6  -0.9155
600350  6  -0.8916
600351  6  -0.9381
600352  6  -0.9226
600358  6  -0.9223
600365  6  -0.9361
600375  6  -1.0715
600378  6  -0.9395
600381  6  -1.0156
600382  6  -0.9155
600390  6  -0.9184
600407  6  -0.9626
600414  6  -0.9550
600420  6  -1.0294
600438  6  -0.9137
600452  6  -0.9863
600453  6  -0.9236
600465  6  -0.9667
600469  6  -0.9752
600482  6  -0.9258
600498  6  -0.9359
600505  6  -0.9585
600539  6  -0.9225
600542  6  -0.9807
600569  6  -0.8169
600574  6  -0.9620
600583  6  -0.9150
600598  6  -0.9503
600601  6  -0.8484
600606  6  -0.9519
600614  6  -0.9414
600623  6  -0.9562
600629  6  -0.9555
600647  6  -0.8941
600679  6  -0.8794
600690  6  -0.9163
600743  6  -0.9315
600744  6  -0.9581
600756  6  -0.9181
600758  6  -0.9785
600761  6  -0.9387
600764  6  -0.9637
600766  6  -0.9678
600770  6  -0.9130
600775  6  -0.8851
600801  6  -0.9322
600816  6  -0.9576
600834  6  -0.9506
600847  6  -0.9630
600858  6  -0.9569
600862  6  -0.9881
600863  6  -0.9794
600871  6  -0.9403
600874  6  -0.9246
600879  6  -0.9424
600906  6  -0.9585
600928  6  -0.9356
600937  6  -0.9273
600942  6  -0.9443
600947  6  -0.9353
600949  6  -0.9051
600956  6  -0.9893
600980  6  -0.9169
600987  6  -0.9852
601004  6  -0.9495
601010  6  -0.9105
601013  6  -0.9350
601018  6  -0.9507
601031  6  -0.9360
601032  6  -0.9208
601041  6  -0.9402
601042  6  -0.9624
601059  6  -0.9229
601065  6  -1.0189
601068  6  -0.9465
601069  6  -0.9152
601075  6  -0.9544
601089  6  -0.9430
601090  6  -0.9077
601097  6  -0.9661
601098  6  -0.9340
601109  6  -0.9189
601111  6  -0.9598
601148  6  -0.9243
601150  6  -0.9655
601154  6  -1.0067
601156  6  -0.9564
