system Eqm_adsorption(eV) Ereqm_adsorption(eV) Ereqm_adsorption_solv_fixed(eV) Ereqm_adsorption_solv_min(eV)
CONTCAR_AuCO_06016 -0.98920000 -0.98045048 -1.20562184 -1.22414260 
CONTCAR_AuCO_06018 -0.97410000 -0.95146386 -0.96027293 -0.97247113 
CONTCAR_AuCO_06022 -0.53180000 -0.39517966 -0.48555400 -0.37336440 
CONTCAR_AuCO_06029 -0.95820000 -0.95250359 -1.10945153 -1.14009517 
CONTCAR_AuCO_07020 -0.78520000 -0.69707196 -0.79211104 -0.77427946 
CONTCAR_AuCO_08005 -0.78680000 -0.78616549 -0.95374589 -0.96610707 
CONTCAR_AuCO_08027 -0.68570000 -0.61370540 -0.69979582 -0.62636916 
CONTCAR_AuCO_09014 -0.79840000 -0.78544558 -0.71796821 -0.75013310 
CONTCAR_AuCO_09024 -0.92410000 -0.93201417 -0.93635551 -0.96962740 
CONTCAR_AuCO_1110155 -0.70040000 -0.64581140 -0.73431598 -0.75780728 
CONTCAR_AuCO_1110226 -0.62180000 -0.60227390 -0.62449095 -0.65339172 
CONTCAR_AuCO_1110256 -0.72340000 -0.61755695 -0.76932663 -0.73584632 
CONTCAR_AuCO_1110318 -0.82310000 -0.78315394 -0.69964712 -0.74441700 
CONTCAR_AuCO_1110384 -0.76390000 -0.74678285 -0.70134934 -0.70890585 
CONTCAR_AuCO_1110404 -0.63130000 -0.58501818 -0.62817518 -0.58490102 
CONTCAR_AuCO_1110687 -0.72840000 -0.73652355 -0.80909965 -0.83615505 
CONTCAR_AuCO_1326 -0.41170000 -0.37315050 -0.44628779 -0.41723533 
CONTCAR_AuCO_2165 -0.30530000 -0.28271037 -0.32555983 -0.31774609 
CONTCAR_AuCO_2622 -0.44960000 -0.40889554 -0.46497179 -0.43893741 
CONTCAR_AuCO_600093 -0.96130000 -0.94094028 -1.12535538 -1.09531259 
CONTCAR_AuCO_600251 -0.99130000 -0.94621437 -1.03709375 -1.05355176 
CONTCAR_AuCO_600301 -1.00380000 -0.98401731 -1.10550872 -1.10814504 
CONTCAR_AuCO_600320 -0.92980000 -0.90616340 -1.02561043 -1.03356672 
CONTCAR_AuCO_600381 -1.01560000 -1.01003673 -0.93199662 -0.93858671 
CONTCAR_AuCO_600452 -0.98630000 -0.95924971 -1.07070248 -1.08021133 
CONTCAR_AuCO_600465 -0.96670000 -0.95447088 -0.96646886 -0.98254765 
CONTCAR_AuCO_600569 -0.81690000 -0.79748989 -0.90140602 -0.92832472 
CONTCAR_AuCO_600879 -0.94240000 -0.93143118 -1.07349734 -1.08687219 
CONTCAR_AuCO_600980 -0.91690000 -0.90426426 -1.01354954 -1.02083026 
CONTCAR_AuCO_601089 -0.94300000 -0.93370507 -1.08832891 -1.09632384 
CONTCAR_AuCO_601374 -1.01360000 -1.00132022 -1.00797262 -1.01610732 
CONTCAR_AuCO_601425 -0.89820000 -0.85201539 -0.95457308 -0.94616918 
CONTCAR_AuCO_601441 -0.96200000 -0.95789539 -0.96818590 -0.96816865 
CONTCAR_AuCO_601450 -0.91170000 -0.90263552 -0.97128336 -0.98383172 
CONTCAR_AuCO_601525 -0.94250000 -0.90411893 -1.07660255 -1.07605374 
CONTCAR_AuCO_601938 -0.95490000 -0.94591521 -0.96963669 -0.98330342 
CONTCAR_AuCO_601961 -0.95880000 -0.94347264 -1.09356576 -1.09325637 
CONTCAR_AuCO_602108 -0.88370000 -0.88408393 -0.96059783 -0.96644316 
CONTCAR_AuCO_602206 -0.95470000 -0.95357012 -1.03244993 -1.02956991 
CONTCAR_AuCO_6853 -0.38120000 -0.28864878 -0.46880430 -0.40821454 
CONTCAR_AuCO_700082 -0.79800000 -0.75822276 -0.88476526 -0.90064514 
CONTCAR_AuCO_700101 -0.84040000 -0.82621245 -0.97404148 -0.97357442 
CONTCAR_AuCO_700163 -0.71860000 -0.63928979 -0.83655916 -0.79711100 
CONTCAR_AuCO_700212 -0.84000000 -0.82913191 -0.92313533 -0.92686567 
CONTCAR_AuCO_700327 -0.85270000 -0.83768042 -0.90168875 -0.92786442 
CONTCAR_AuCO_700481 -0.87210000 -0.86542627 -0.90922047 -0.95403795 
CONTCAR_AuCO_700939 -0.77120000 -0.73340353 -0.78809759 -0.80733776 
CONTCAR_AuCO_701203 -0.87540000 -0.84021742 -0.86727574 -0.87986059 
CONTCAR_AuCO_701526 -0.78410000 -0.76822999 -0.81618955 -0.82170643 
CONTCAR_AuCO_701840 -0.86080000 -0.85882437 -0.95417400 -0.95681208 
CONTCAR_AuCO_701929 -0.76270000 -0.74344777 -0.78996800 -0.80000882 
CONTCAR_AuCO_702173 -0.75760000 -0.72554828 -0.68771985 -0.65931139 
CONTCAR_AuCO_702243 -0.79760000 -0.74596558 -0.87832493 -0.84871080 
CONTCAR_AuCO_702418 -0.85360000 -0.85255551 -0.96809965 -0.98187380 
CONTCAR_AuCO_702497 -0.84830000 -0.82758334 -0.93509264 -0.92827318 
CONTCAR_AuCO_702689 -0.80310000 -0.77085932 -0.93436354 -0.95169425 
CONTCAR_AuCO_7261 -0.67700000 -0.61372737 -0.62271954 -0.65919239 
CONTCAR_AuCO_800003 -0.79820000 -0.72148829 -0.77633604 -0.79906217 
CONTCAR_AuCO_800196 -0.67500000 -0.68120206 -0.66092716 -0.67263019 
CONTCAR_AuCO_800688 -0.60540000 -0.60369341 -0.54615413 -0.54538062 
CONTCAR_AuCO_800752 -0.73090000 -0.72186625 -0.65536296 -0.64883387 
CONTCAR_AuCO_800852 -0.73610000 -0.74082604 -0.73732676 -0.74204027 
CONTCAR_AuCO_801059 -0.88470000 -0.82619911 -0.86435213 -0.90509063 
CONTCAR_AuCO_801177 -0.75240000 -0.75001608 -0.72136021 -0.72160120 
CONTCAR_AuCO_801239 -0.69030000 -0.65662657 -0.74097802 -0.71612671 
CONTCAR_AuCO_801295 -0.67030000 -0.64664838 -0.68871000 -0.69510303 
CONTCAR_AuCO_801407 -0.74820000 -0.70419717 -0.74357334 -0.76818022 
CONTCAR_AuCO_801466 -0.64030000 -0.63490522 -0.58526769 -0.59020778 
CONTCAR_AuCO_801737 -0.66150000 -0.64850149 -0.63160732 -0.62292246 
CONTCAR_AuCO_801752 -0.70870000 -0.68051211 -0.56156829 -0.58524158 
CONTCAR_AuCO_801822 -0.74830000 -0.64236973 -0.67396914 -0.59938765 
CONTCAR_AuCO_802065 -0.60640000 -0.60172673 -0.54749164 -0.57942027 
CONTCAR_AuCO_802422 -0.63970000 -0.63079077 -0.69454810 -0.70320928 
CONTCAR_AuCO_900165 -0.86890000 -0.77875725 -0.77965781 -0.78278081 
CONTCAR_AuCO_900232 -0.47830000 -0.47179058 -0.45070286 -0.47927908 
CONTCAR_AuCO_900341 -0.88970000 -0.83387849 -0.83012979 -0.83264776 
CONTCAR_AuCO_900599 -0.38540000 -0.33185646 -0.29798720 -0.35096043 
CONTCAR_AuCO_900841 -0.56320000 -0.50425658 -0.60837294 -0.60071280 
CONTCAR_AuCO_901381 -0.55090000 -0.55905322 -0.56827023 -0.55079642 
CONTCAR_AuCO_901737 -0.64900000 -0.59075970 -0.73100056 -0.71868680 
CONTCAR_AuCO_901844 -0.62730000 -0.57867958 -0.67548073 -0.65365990 
CONTCAR_AuCO_901862 -0.61830000 -0.62568792 -0.54982191 -0.56074882 
CONTCAR_AuCO_902343 -0.50090000 -0.43677990 -0.44868112 -0.40301318 
CONTCAR_AuCO_902413 -0.47390000 -0.42630478 -0.43266815 -0.40698595 
CONTCAR_AuCO_902484 -0.80600000 -0.75065771 -0.76934214 -0.77206723 
CONTCAR_AuCO_903066 -0.73320000 -0.67863413 -0.66978731 -0.65307821 
CONTCAR_AuCO_903209 -0.77750000 -0.70265783 -0.72290670 -0.71116263 
CONTCAR_AuCO_903276 -0.76430000 -0.74442012 -0.65204117 -0.68081689 
CONTCAR_AuCO_01003 -1.02680000 -0.99866432 -1.04649404 -1.04692621 
CONTCAR_AuCO_01022 -0.86860000 -0.83062467 -0.87029263 -0.88651659 
CONTCAR_AuCO_0110 -0.62840000 -0.63163253 -0.64689001 -0.64021698 
CONTCAR_AuCO_02010 -0.76750000 -0.70374463 -0.68975984 -0.70935917 
CONTCAR_AuCO_03024 -0.59520000 -0.54214861 -0.60652991 -0.57538700 
CONTCAR_AuCO_03029 -0.63230000 -0.58236698 -0.62391953 -0.59246742 
CONTCAR_AuCO_04002 -0.55730000 -0.54181489 -0.53644794 -0.54297126 
CONTCAR_AuCO_04018 -0.76280000 -0.73267874 -0.75005695 -0.74850878 
CONTCAR_AuCO_04028 -0.80000000 -0.74885185 -0.89200294 -0.89007107 
CONTCAR_AuCO_05022 -0.63030000 -0.58277269 -0.67117157 -0.67828840 
CONTCAR_AuCO_06021 -0.85670000 -0.80970527 -0.84951766 -0.85534483 
CONTCAR_AuCO_06027 -0.94460000 -0.92703130 -0.98830794 -1.01575717 
CONTCAR_AuCO_07000 -0.55820000 -0.54274115 -0.69319289 -0.69622244 
CONTCAR_AuCO_08012 -0.90010000 -0.87867167 -0.99064049 -1.01165048 
CONTCAR_AuCO_09007 -0.83180000 -0.81778722 -1.04160348 -1.08103997 
CONTCAR_AuCO_1110025 -0.80050000 -0.80596169 -0.91295827 -0.96039730 
CONTCAR_AuCO_1110530 -0.83910000 -0.79998256 -0.90194935 -0.88990080 
CONTCAR_AuCO_1110762 -0.24270000 -0.24503326 -0.14478030 -0.17180554 
CONTCAR_AuCO_2656 -0.91020000 -0.91126461 -0.82496184 -0.83342496 
CONTCAR_AuCO_2914 -0.33910000 -0.21850559 -0.32228570 -0.27264474 
CONTCAR_AuCO_3579 -0.84830000 -0.77864496 -0.81676115 -0.80011460 
CONTCAR_AuCO_4661 -0.60400000 -0.60462965 -0.48337900 -0.51258094 
CONTCAR_AuCO_5978 -0.64640000 -0.62166917 -0.68352056 -0.68080104 
CONTCAR_AuCO_600029 -0.94190000 -0.93798605 -1.05157407 -1.05413827 
CONTCAR_AuCO_600213 -0.94960000 -0.92868854 -1.05638196 -1.05643663 
CONTCAR_AuCO_600316 -0.99160000 -0.96678992 -1.11383489 -1.13107950 
CONTCAR_AuCO_600339 -0.91550000 -0.88371332 -1.09337031 -1.09301930 
CONTCAR_AuCO_600690 -0.91630000 -0.89547210 -0.99652151 -1.01980177 
CONTCAR_AuCO_600744 -0.95810000 -0.93361169 -1.01209815 -1.00332688 
CONTCAR_AuCO_600906 -0.95850000 -0.95312872 -1.09524116 -1.07567978 
CONTCAR_AuCO_600942 -0.94430000 -0.92133789 -1.08830533 -1.10238279 
CONTCAR_AuCO_601010 -0.91050000 -0.89348247 -0.97145147 -0.99935783 
CONTCAR_AuCO_601168 -0.96440000 -0.93196153 -1.10901519 -1.10818200 
CONTCAR_AuCO_601212 -1.00430000 -0.98395153 -1.11443544 -1.11157136 
CONTCAR_AuCO_601449 -0.93700000 -0.93472581 -1.03084211 -1.03394379 
CONTCAR_AuCO_601461 -0.93690000 -0.91153133 -0.98479215 -1.00927448 
CONTCAR_AuCO_601517 -0.93480000 -0.93021257 -1.01791906 -1.02493324 
CONTCAR_AuCO_601611 -0.93710000 -0.92022048 -1.06705642 -1.07318842 
CONTCAR_AuCO_601618 -0.92790000 -0.93468478 -0.99969509 -1.00823372 
CONTCAR_AuCO_601831 -0.90770000 -0.87185342 -0.99686917 -1.02687247 
CONTCAR_AuCO_601959 -0.95490000 -0.95801834 -0.99893425 -1.04479942 
CONTCAR_AuCO_602029 -0.96380000 -0.95378841 -1.01985652 -1.03325055 
CONTCAR_AuCO_602155 -0.94200000 -0.92706857 -0.98825508 -1.02376812 
CONTCAR_AuCO_602192 -0.95150000 -0.92251976 -1.11117447 -1.11020693 
CONTCAR_AuCO_6115 -0.96020000 -0.96735015 -0.98342213 -0.99201851 
CONTCAR_AuCO_6503 -0.40650000 -0.36338306 -0.36576775 -0.37445997 
CONTCAR_AuCO_700135 -0.82050000 -0.82051609 -0.86942778 -0.87453388 
CONTCAR_AuCO_700303 -0.82050000 -0.80882931 -0.85078910 -0.86789151 
CONTCAR_AuCO_700438 -0.79950000 -0.75277026 -0.86527648 -0.87147788 
CONTCAR_AuCO_700581 -0.84390000 -0.81569810 -0.88797056 -0.89651397 
CONTCAR_AuCO_700745 -0.95010000 -0.91668172 -0.87984016 -0.86401602 
CONTCAR_AuCO_700892 -0.74590000 -0.74307335 -0.77053652 -0.77512951 
CONTCAR_AuCO_700909 -0.84040000 -0.81268936 -0.89794966 -0.90111357 
CONTCAR_AuCO_700911 -0.93030000 -0.91678702 -0.88614036 -0.86689093 
CONTCAR_AuCO_700920 -0.80080000 -0.82142275 -0.87889522 -0.88014818 
CONTCAR_AuCO_700971 -0.80850000 -0.74824408 -0.88219575 -0.84971630 
CONTCAR_AuCO_701246 -0.81460000 -0.77460146 -0.82532106 -0.83784175 
CONTCAR_AuCO_701263 -0.78030000 -0.74553293 -0.82395323 -0.83776002 
CONTCAR_AuCO_701393 -0.84110000 -0.83252210 -0.85900501 -0.88686747 
CONTCAR_AuCO_701712 -0.80570000 -0.80412552 -0.88171861 -0.89579941 
CONTCAR_AuCO_701922 -0.71800000 -0.64233156 -0.83771870 -0.77161035 
CONTCAR_AuCO_702698 -0.83770000 -0.82977379 -0.83311145 -0.86600352 
CONTCAR_AuCO_7150 -0.55790000 -0.53673380 -0.52601746 -0.54216182 
CONTCAR_AuCO_7703 -0.74420000 -0.61086831 -0.69200894 -0.60932923 
CONTCAR_AuCO_7724 -0.84960000 -0.84231679 -0.82125811 -0.83431125 
CONTCAR_AuCO_800057 -0.75420000 -0.72271088 -0.64518568 -0.69765808 
CONTCAR_AuCO_800142 -0.62760000 -0.63004449 -0.63555798 -0.63784572 
CONTCAR_AuCO_800192 -0.63520000 -0.57460289 -0.56251232 -0.55608835 
CONTCAR_AuCO_800226 -0.64170000 -0.57885754 -0.71078412 -0.68623535 
CONTCAR_AuCO_800279 -0.71610000 -0.69077094 -0.69653514 -0.69542373 
CONTCAR_AuCO_800373 -0.78830000 -0.75779529 -0.74414169 -0.75251405 
CONTCAR_AuCO_800434 -0.64510000 -0.63530438 -0.55209626 -0.56648538 
CONTCAR_AuCO_800464 -0.69820000 -0.68577976 -0.72215784 -0.72640594 
CONTCAR_AuCO_800789 -0.69920000 -0.70017295 -0.72111143 -0.74967499 
CONTCAR_AuCO_800849 -0.59170000 -0.53342217 -0.55011018 -0.55698774 
CONTCAR_AuCO_801026 -0.59690000 -0.58533090 -0.60632129 -0.61011316 
CONTCAR_AuCO_801292 -0.57750000 -0.54182813 -0.59210211 -0.59584426 
CONTCAR_AuCO_801309 -0.62760000 -0.59106145 -0.70753026 -0.69401313 
CONTCAR_AuCO_801583 -0.67710000 -0.66150856 -0.61753989 -0.62970678 
CONTCAR_AuCO_801849 -0.83530000 -0.78474275 -0.93147551 -0.88146268 
CONTCAR_AuCO_802020 -0.73720000 -0.73242919 -0.67330212 -0.67752467 
CONTCAR_AuCO_802265 -0.79420000 -0.79615996 -0.79993646 -0.80401145 
CONTCAR_AuCO_802303 -0.60450000 -0.60475888 -0.62311049 -0.63993475 
CONTCAR_AuCO_802340 -0.73760000 -0.62992270 -0.77040934 -0.67017900 
CONTCAR_AuCO_802345 -0.68860000 -0.68337717 -0.75893757 -0.76864144 
CONTCAR_AuCO_8665 -0.41940000 -0.38511933 -0.39906257 -0.41973284 
CONTCAR_AuCO_900281 -0.58760000 -0.50153864 -0.56186354 -0.49188003 
CONTCAR_AuCO_900689 -0.51270000 -0.44379437 -0.57575319 -0.52523072 
CONTCAR_AuCO_901067 -0.49860000 -0.44966833 -0.52266250 -0.52635394 
CONTCAR_AuCO_901091 -0.61090000 -0.51856390 -0.59765234 -0.57260116 
CONTCAR_AuCO_901115 -0.65520000 -0.56992698 -0.57817391 -0.52420436 
CONTCAR_AuCO_901335 -0.53780000 -0.49074412 -0.51911888 -0.48915897 
CONTCAR_AuCO_901679 -0.67240000 -0.56789065 -0.77235585 -0.74178889 
CONTCAR_AuCO_901728 -0.80840000 -0.73606015 -0.73357739 -0.76143447 
CONTCAR_AuCO_901804 -0.53460000 -0.41744883 -0.52663075 -0.46553000 
CONTCAR_AuCO_901909 -0.43620000 -0.41841548 -0.39846097 -0.40523573 
CONTCAR_AuCO_902327 -0.49660000 -0.47542072 -0.53114950 -0.54820734 
CONTCAR_AuCO_902352 -0.55630000 -0.40698275 -0.57976795 -0.45107505 
CONTCAR_AuCO_902701 -0.58190000 -0.54315147 -0.57507227 -0.54635758 
CONTCAR_AuCO_903063 -0.79500000 -0.75677827 -0.79072491 -0.79512027 
CONTCAR_AuCO_01002 -0.67700000 -0.58555086 -0.70243723 -0.60054012 
CONTCAR_AuCO_01011 -0.52850000 -0.39039398 -0.49042357 -0.42012515 
CONTCAR_AuCO_02008 -0.80810000 -0.78029988 -0.81676528 -0.85279518 
CONTCAR_AuCO_02014 -0.93550000 -0.93141224 -1.06007743 -1.06373392 
CONTCAR_AuCO_02017 -0.81950000 -0.73297733 -0.83179036 -0.84746606 
CONTCAR_AuCO_02026 -0.63900000 -0.61268245 -0.62955533 -0.63164417 
CONTCAR_AuCO_03010 -0.66580000 -0.63510058 -0.72134915 -0.73528758 
CONTCAR_AuCO_03011 -0.92690000 -0.90022618 -1.03187233 -1.03533406 
CONTCAR_AuCO_03021 -0.68790000 -0.57758349 -0.71042233 -0.61269768 
CONTCAR_AuCO_04006 -0.82440000 -0.79795814 -0.78916436 -0.80996709 
CONTCAR_AuCO_04014 -0.96220000 -0.94037168 -1.13580637 -1.12469849 
CONTCAR_AuCO_04023 -0.52130000 -0.48939761 -0.58727079 -0.58309741 
CONTCAR_AuCO_04026 -0.91830000 -0.90268365 -0.95057777 -0.96418074 
CONTCAR_AuCO_05012 -0.83620000 -0.85142264 -0.67897069 -0.69805551 
CONTCAR_AuCO_05018 -0.74260000 -0.65156150 -0.61105312 -0.60832891 
CONTCAR_AuCO_05019 -0.64090000 -0.55053761 -0.64825178 -0.62352202 
CONTCAR_AuCO_05025 -0.76910000 -0.76275942 -0.74014780 -0.74149711 
CONTCAR_AuCO_05028 -0.89150000 -0.84221664 -0.79129457 -0.82992291 
CONTCAR_AuCO_06015 -0.67270000 -0.64783555 -0.66897107 -0.65230408 
CONTCAR_AuCO_07014 -0.85760000 -0.81720492 -0.79134515 -0.82941029 
CONTCAR_AuCO_09009 -0.93690000 -0.91687839 -0.99306944 -1.01271765 
CONTCAR_AuCO_09020 -0.96870000 -0.96107698 -0.91488411 -0.95843131 
CONTCAR_AuCO_09021 -0.39450000 -0.37145288 -0.34746780 -0.35700556 
CONTCAR_AuCO_1110076 -0.56460000 -0.55867221 -0.60190658 -0.61728717 
CONTCAR_AuCO_1110094 -0.35580000 -0.34325523 -0.32000311 -0.32951826 
CONTCAR_AuCO_1110135 -0.75650000 -0.62760602 -0.75701340 -0.71543882 
CONTCAR_AuCO_1110298 -0.97680000 -0.94575376 -1.05786862 -1.06341873 
CONTCAR_AuCO_1110339 -0.59920000 -0.54408822 -0.47957730 -0.50382190 
CONTCAR_AuCO_1110503 -0.83720000 -0.82927623 -0.91065118 -0.91130470 
CONTCAR_AuCO_1110520 -0.94370000 -0.93383577 -0.97485579 -0.97041419 
CONTCAR_AuCO_1110714 -0.71700000 -0.67114833 -0.76426180 -0.75605596 
CONTCAR_AuCO_1110781 -0.49760000 -0.48943530 -0.53723561 -0.56165362 
CONTCAR_AuCO_3945 -0.97540000 -0.96523835 -0.98432709 -1.01715932 
CONTCAR_AuCO_5365 -0.42020000 -0.36714496 -0.42859517 -0.39596521 
CONTCAR_AuCO_600124 -0.98070000 -0.99639219 -1.12426945 -1.13398052 
CONTCAR_AuCO_600352 -0.92260000 -0.91694610 -1.06939722 -1.07125161 
CONTCAR_AuCO_600414 -0.95500000 -0.94832871 -1.08021308 -1.08700273 
CONTCAR_AuCO_600758 -0.97850000 -0.96544593 -1.15908974 -1.17602451 
CONTCAR_AuCO_600775 -0.88510000 -0.84930229 -0.86380690 -0.93332303 
CONTCAR_AuCO_600956 -0.98930000 -0.99305626 -0.97213698 -0.97781103 
CONTCAR_AuCO_601069 -0.91520000 -0.89897686 -0.91018599 -0.92535022 
CONTCAR_AuCO_601150 -0.96550000 -0.97386636 -1.04905849 -1.05258525 
CONTCAR_AuCO_601478 -0.98240000 -0.97878287 -1.01705301 -1.01398162 
CONTCAR_AuCO_601492 -0.91480000 -0.89799077 -1.06180710 -1.08174209 
CONTCAR_AuCO_601782 -1.01660000 -0.99221711 -1.12044656 -1.12113112 
CONTCAR_AuCO_601838 -0.98370000 -0.97334492 -1.09768279 -1.12183348 
CONTCAR_AuCO_601924 -0.97000000 -0.93333598 -1.13459340 -1.14262554 
CONTCAR_AuCO_602008 -0.93560000 -0.91082125 -1.02932063 -1.02771186 
CONTCAR_AuCO_6603 -0.91320000 -0.88183635 -0.90839156 -0.93241146 
CONTCAR_AuCO_700169 -0.88670000 -0.90869604 -1.04946047 -1.04321463 
CONTCAR_AuCO_700256 -0.73480000 -0.69805069 -0.77860951 -0.78485003 
CONTCAR_AuCO_700376 -0.78000000 -0.77170173 -0.69937901 -0.70986496 
CONTCAR_AuCO_700384 -0.90890000 -0.88541085 -0.83777979 -0.85320746 
CONTCAR_AuCO_700456 -0.74960000 -0.72776054 -0.82672760 -0.81705463 
CONTCAR_AuCO_700488 -0.84790000 -0.82118244 -0.93788026 -0.94810896 
CONTCAR_AuCO_700607 -0.78800000 -0.80397650 -0.83899596 -0.84506690 
CONTCAR_AuCO_700701 -0.81580000 -0.81389883 -0.73612871 -0.73711576 
CONTCAR_AuCO_700712 -0.78620000 -0.76886859 -0.82660314 -0.83359980 
CONTCAR_AuCO_700846 -0.84520000 -0.81783484 -0.81909546 -0.85528020 
CONTCAR_AuCO_700983 -0.85600000 -0.82228462 -0.82555975 -0.82245922 
CONTCAR_AuCO_701084 -0.87610000 -0.85678247 -0.96978434 -0.96856716 
CONTCAR_AuCO_701601 -0.69530000 -0.67033075 -0.79981302 -0.74805766 
CONTCAR_AuCO_702169 -0.81410000 -0.83336728 -0.81672144 -0.83621722 
CONTCAR_AuCO_702218 -0.87970000 -0.88423495 -0.93226122 -0.93811596 
CONTCAR_AuCO_702258 -0.84510000 -0.83122558 -0.80404094 -0.80778532 
CONTCAR_AuCO_702430 -0.92750000 -0.91050227 -0.96716435 -0.98264658 
CONTCAR_AuCO_702731 -0.80300000 -0.76649134 -0.80803265 -0.79346208 
CONTCAR_AuCO_702792 -0.83760000 -0.80954520 -0.90341332 -0.92266914 
CONTCAR_AuCO_7461 -0.48370000 -0.47007798 -0.53951082 -0.51983157 
CONTCAR_AuCO_7568 -0.69630000 -0.68304586 -0.72081083 -0.70003831 
CONTCAR_AuCO_800013 -0.71900000 -0.70357772 -0.72056510 -0.72208987 
CONTCAR_AuCO_800085 -0.76930000 -0.73032661 -0.72756453 -0.71948453 
CONTCAR_AuCO_800114 -0.66210000 -0.62723703 -0.63197439 -0.63622956 
CONTCAR_AuCO_800129 -0.81330000 -0.74383211 -0.82972427 -0.76224860 
CONTCAR_AuCO_800187 -0.77470000 -0.73917987 -0.73746675 -0.74909162 
CONTCAR_AuCO_800262 -0.70360000 -0.65918017 -0.76193989 -0.77452321 
CONTCAR_AuCO_800275 -0.67790000 -0.64704393 -0.67192295 -0.69259111 
CONTCAR_AuCO_800425 -0.71290000 -0.68234897 -0.73429600 -0.71581102 
CONTCAR_AuCO_800942 -0.75790000 -0.71969250 -0.70890131 -0.67257236 
CONTCAR_AuCO_801112 -0.59410000 -0.54413137 -0.62975483 -0.61914157 
CONTCAR_AuCO_801205 -0.69910000 -0.68358014 -0.62028432 -0.61741353 
CONTCAR_AuCO_801425 -0.64520000 -0.62802961 -0.64289799 -0.67034490 
CONTCAR_AuCO_801835 -0.64670000 -0.62884166 -0.73364937 -0.73629336 
CONTCAR_AuCO_801979 -0.80520000 -0.79776373 -0.71658725 -0.75134743 
CONTCAR_AuCO_802278 -0.80080000 -0.79751702 -0.81260394 -0.82058105 
CONTCAR_AuCO_802355 -0.72430000 -0.69983802 -0.78905404 -0.79327255 
CONTCAR_AuCO_900436 -0.72880000 -0.68376632 -0.74816533 -0.75779499 
CONTCAR_AuCO_900607 -0.48370000 -0.46407382 -0.39295906 -0.38923136 
CONTCAR_AuCO_900672 -0.61820000 -0.55232697 -0.52428244 -0.52432252 
CONTCAR_AuCO_900697 -0.55900000 -0.46593824 -0.59799835 -0.50563061 
CONTCAR_AuCO_901916 -0.51120000 -0.48206911 -0.51477927 -0.50033801 
CONTCAR_AuCO_902273 -0.58720000 -0.46076775 -0.51522917 -0.45179103 
CONTCAR_AuCO_902391 -0.62610000 -0.52242787 -0.61648554 -0.53456588 
CONTCAR_AuCO_902516 -0.52390000 -0.50072637 -0.52173871 -0.52517983 
CONTCAR_AuCO_902703 -0.74340000 -0.68928481 -0.70790012 -0.64225610 
CONTCAR_AuCO_902783 -0.55370000 -0.49111319 -0.60764362 -0.57147053 
CONTCAR_AuCO_902906 -0.37630000 -0.31690295 -0.36442077 -0.29268495 
CONTCAR_AuCO_902923 -0.64390000 -0.54043750 -0.66903533 -0.66421433 
CONTCAR_AuCO_903176 -0.86120000 -0.83714927 -0.88506078 -0.93562237 
CONTCAR_AuCO_903558 -0.52260000 -0.44953158 -0.52860962 -0.52017468 
CONTCAR_AuCO_01012 -0.67030000 -0.67227779 -0.70615206 -0.72920024 
CONTCAR_AuCO_01025 -0.85040000 -0.83394601 -0.95796366 -0.95999660 
CONTCAR_AuCO_03008 -0.74940000 -0.73505695 -0.78598148 -0.79243877 
CONTCAR_AuCO_03026 -0.92990000 -0.88485817 -1.02316837 -1.02247086 
CONTCAR_AuCO_03027 -0.66380000 -0.61006484 -0.67595681 -0.68868829 
CONTCAR_AuCO_04007 -0.67180000 -0.68894515 -0.77245811 -0.76061352 
CONTCAR_AuCO_04019 -0.82280000 -0.81120815 -0.81575996 -0.83252629 
CONTCAR_AuCO_04027 -0.81350000 -0.79658935 -0.75398083 -0.79353610 
CONTCAR_AuCO_05015 -0.66570000 -0.62714103 -0.71479923 -0.68861130 
CONTCAR_AuCO_05027 -0.82570000 -0.78908446 -0.83369604 -0.85462932 
CONTCAR_AuCO_06010 -0.73100000 -0.72650924 -0.83495702 -0.83494110 
CONTCAR_AuCO_0647 -0.90810000 -0.87955905 -0.82072682 -0.81947004 
CONTCAR_AuCO_08023 -0.55140000 -0.50754771 -0.50787691 -0.48505339 
CONTCAR_AuCO_09000 -0.71630000 -0.67569836 -0.71940812 -0.72014829 
CONTCAR_AuCO_09011 -0.79560000 -0.72220559 -0.88763857 -0.86819695 
CONTCAR_AuCO_09027 -0.50350000 -0.40992733 -0.41083999 -0.40471949 
CONTCAR_AuCO_09029 -0.62740000 -0.49848943 -0.60978252 -0.61102501 
CONTCAR_AuCO_1110097 -0.74690000 -0.72628708 -0.72449546 -0.73118829 
CONTCAR_AuCO_1110118 -0.65870000 -0.60832765 -0.63762685 -0.61844666 
CONTCAR_AuCO_1110176 -0.93400000 -0.94048501 -0.89504582 -0.89788851 
CONTCAR_AuCO_1110208 -0.72430000 -0.71085984 -0.77593731 -0.77154336 
CONTCAR_AuCO_1110209 -0.48120000 -0.44942675 -0.55055714 -0.54339034 
CONTCAR_AuCO_1110259 -0.44570000 -0.37865411 -0.35513080 -0.35459854 
CONTCAR_AuCO_1110372 -0.89510000 -0.86611119 -0.93520916 -0.92777618 
CONTCAR_AuCO_1110381 -0.74610000 -0.73518102 -0.74467190 -0.75900328 
CONTCAR_AuCO_1110616 -0.62000000 -0.60902289 -0.52941790 -0.53024888 
CONTCAR_AuCO_1139 -0.79570000 -0.79295712 -0.86799727 -0.87094990 
