###############################################################################
Defintion of the variables
  index: ID of structure
  coordiantion: number of the first neigbor of the center Au
  Ead: adsorption energy
  AuC: distance between center Au and C
  com_dis: distance between center Au and center of mass of OCOH
###############################################################################

index coordination Ead_vacuum Ead_reqm AuC_vacuum AuC_reqmcom_dis_vacuum com_dis_reqm
  802344   8    0.1363   -0.1464    2.1150    2.1127   2.5854    2.5650
  802491   8    0.2272   -0.0557    2.1013    2.0881   2.5828    2.5564
    8063   6    0.1182   -0.1167    2.0839    2.0775   2.5487    2.5366
    8155   6    0.0778   -0.1487    2.0813    2.0727   2.5446    2.5297
  900023   9    0.2280   -0.1409    2.1256    2.1192   2.6048    2.5746
  900196   9    0.3901    0.1602    2.1719    2.1679   2.6420    2.6234
  900510   9    0.1591   -0.0685    2.1216    2.1134   2.5963    2.5616
  900712   9    0.1950    0.0026    2.1254    2.1251   2.5992    2.5823
  900773   9    0.2520   -0.0307    2.1411    2.1334   2.6138    2.5962
  900803   9    0.2553    0.1112    2.1331    2.1225   2.6057    2.5717
  900945   9    0.2668   -0.0461    2.1376    2.1273   2.6081    2.5769
  901070   9    0.2554   -0.0073    2.1255    2.1337   2.5976    2.5842
  901190   9    0.3656    0.1849    2.1274    2.1217   2.5997    2.5887
  901344   9    0.2558    0.0207    2.1221    2.1129   2.5978    2.5663
  901466   9    0.1840   -0.2449    2.1089    2.1002   2.6100    2.5926
  901534   9    0.2865    0.1274    2.1203    2.1127   2.6155    2.6033
  901654   9    0.1856   -0.0606    2.1193    2.1090   2.5914    2.5698
  901782   9    0.2402    0.0534    2.1242    2.1169   2.6038    2.5801
  902047   9    0.1861   -0.1058    2.1306    2.1272   2.6044    2.5822
  902250   9    0.3806    0.2143    2.1592    2.1724   2.6570    2.6498
  902708   9    0.2538   -0.0995    2.1245    2.1156   2.5999    2.5686
  902753   9    0.1756   -0.0822    2.1247    2.1186   2.5959    2.5697
  902857   9    0.1210   -0.1935    2.1052    2.0959   2.5823    2.5530
  903035   9    0.2797   -0.0560    2.1304    2.1276   2.6042    2.5807
  903054   9    0.2498   -0.0672    2.1327    2.1204   2.6257    2.5586
  903104   9    0.3285    0.0101    2.1252    2.1141   2.5971    2.5751
  903256   9    0.2825    0.0401    2.1308    2.1259   2.6039    2.5810
    0012   6    0.0809   -0.3277    2.0886    2.0791   2.5554    2.5274
 1110132   7    0.1550   -0.0709    2.0864    2.0817   2.5545    2.5362
 1110305   7    0.2728   -0.0477    2.0773    2.0682   2.5395    2.5308
 1110362   6    0.2879   -0.0460    2.1080    2.0998   2.5648    2.5542
 1110397   7    0.0480   -0.3331    2.0907    2.0812   2.5607    2.5343
 1110404   8    0.2498   -0.1161    2.1470    2.1430   2.6214    2.6054
 1110611   7    0.2307   -0.0554    2.1084    2.1020   2.5811    2.5608
 1110712   8    0.0488   -0.1602    2.1046    2.0926   2.5857    2.5577
 1110781   8    0.4619    0.2128    2.1236    2.1126   2.5915    2.5676
    1995   9    0.5044    0.1873    2.1327    2.1224   2.6030    2.5816
    2765   6    0.1021   -0.1035    2.0797    2.0702   2.5548    2.5412
    3375   6    0.0105   -0.3571    2.0876    2.0790   2.5549    2.5431
    3422   6    0.0380   -0.3237    2.0801    2.0721   2.5479    2.5278
    3697   8    0.1858   -0.1182    2.1097    2.0998   2.5817    2.5545
    3859   6   -0.0851   -0.4401    2.0801    2.0681   2.5478    2.5145
    4086   8    0.1255   -0.1435    2.1223    2.1123   2.5907    2.5662
    4801   6    0.1038   -0.1627    2.0897    2.0999   2.5609    2.5554
    5917   8    0.1567   -0.1475    2.1053    2.0961   2.5819    2.5616
  600091   6    0.0410   -0.3469    2.0799    2.0731   2.5554    2.5447
  600221   6   -0.0067   -0.3073    2.0782    2.0709   2.5513    2.5365
  600317   6    0.1112   -0.1983    2.0735    2.0642   2.5400    2.5342
  600352   6    0.0843   -0.2832    2.0801    2.0687   2.5533    2.5331
  600623   6    0.1553    0.0308    2.0807    2.0740   2.5472    2.5423
  600714   6    0.1497   -0.2737    2.0785    2.0685   2.5475    2.5396
  601265   6   -0.0540   -0.3866    2.0738    2.0651   2.5453    2.5162
