system Eqm_adsorption(eV) Ereqm_adsorption(eV) Ereqm_adsorption_solv_fixed(eV) Ereqm_adsorption_solv_min(eV)
CONTCAR_AuCOOH_5879 -0.04820000 -0.04046842 -0.41050210 -0.42379883 
CONTCAR_AuCOOH_600029 0.00970000 0.01775112 -0.42472410 -0.43356454 
CONTCAR_AuCOOH_600056 0.09390000 0.10739605 -0.31768029 -0.33093515 
CONTCAR_AuCOOH_600101 0.08280000 0.11444975 -0.23065404 -0.24307478 
CONTCAR_AuCOOH_600193 0.05100000 0.05539178 -0.31023312 -0.31881286 
CONTCAR_AuCOOH_600236 0.08550000 0.09847382 -0.19102944 -0.20909090 
CONTCAR_AuCOOH_600729 0.13760000 0.15169725 -0.24081156 -0.25996247 
CONTCAR_AuCOOH_600770 0.14920000 0.16291197 -0.23199214 -0.28557333 
CONTCAR_AuCOOH_600775 0.10320000 0.12848074 -0.05403038 -0.08918142 
CONTCAR_AuCOOH_601090 0.10020000 0.10598106 -0.29710410 -0.32303907 
CONTCAR_AuCOOH_601168 0.02760000 0.07661231 -0.34481053 -0.35016376 
CONTCAR_AuCOOH_601212 0.08700000 0.10570377 -0.30696305 -0.31211456 
CONTCAR_AuCOOH_601280 0.03140000 0.06850268 -0.35309021 -0.36488906 
CONTCAR_AuCOOH_601327 0.03310000 0.03796461 -0.40070691 -0.42625801 
CONTCAR_AuCOOH_601425 0.13310000 0.19014924 -0.27500942 -0.30496706 
CONTCAR_AuCOOH_601550 0.10150000 0.13465935 -0.14716558 -0.17779672 
CONTCAR_AuCOOH_601643 -0.02330000 -0.01927786 -0.30915862 -0.34920507 
CONTCAR_AuCOOH_601693 -0.01350000 0.01695457 -0.28806387 -0.32706404 
CONTCAR_AuCOOH_601810 0.09710000 0.09747639 -0.38193183 -0.39097658 
CONTCAR_AuCOOH_602078 0.09080000 0.12264402 -0.30006294 -0.32796959 
CONTCAR_AuCOOH_602155 0.06110000 0.09431320 -0.31075941 -0.32222791 
CONTCAR_AuCOOH_602187 -0.06010000 -0.04917947 -0.41025665 -0.41821119 
CONTCAR_AuCOOH_700095 0.03060000 0.06214353 -0.28145386 -0.33403741 
CONTCAR_AuCOOH_700158 0.17110000 0.19145930 -0.06894237 -0.08282794 
CONTCAR_AuCOOH_700169 0.07900000 0.06509470 -0.15962948 -0.24173997 
CONTCAR_AuCOOH_700225 0.12870000 0.15869130 -0.18476748 -0.22573260 
CONTCAR_AuCOOH_700303 0.22600000 0.26480836 0.19885068 0.16620155 
CONTCAR_AuCOOH_700354 -0.00020000 0.02179573 -0.30424673 -0.33045816 
CONTCAR_AuCOOH_700371 0.05970000 0.09490408 -0.20759333 -0.23811130 
CONTCAR_AuCOOH_700386 0.11590000 0.12113199 -0.23117847 -0.26113035 
CONTCAR_AuCOOH_700528 0.17060000 0.19964143 -0.08214361 -0.09592811 
CONTCAR_AuCOOH_700580 0.08060000 0.10514591 -0.11951062 -0.13516226 
CONTCAR_AuCOOH_701207 0.02680000 0.04107729 -0.30138689 -0.30960347 
CONTCAR_AuCOOH_701497 0.09350000 0.11682591 -0.21312656 -0.25238424 
CONTCAR_AuCOOH_701731 0.11450000 0.16469413 -0.19179218 -0.20718843 
CONTCAR_AuCOOH_701875 0.06290000 0.08766629 -0.18041392 -0.23751126 
CONTCAR_AuCOOH_7027 0.00820000 0.01699174 -0.31429979 -0.33773350 
CONTCAR_AuCOOH_702855 0.06700000 0.05530085 -0.23608422 -0.24647326 
CONTCAR_AuCOOH_7324 0.16880000 0.19491389 -0.02537140 -0.06357858 
CONTCAR_AuCOOH_7693 0.07420000 0.07910983 -0.31140274 -0.35803332 
CONTCAR_AuCOOH_7724 0.01460000 0.04496819 -0.30860931 -0.32907988 
CONTCAR_AuCOOH_800000 0.28050000 0.33621242 0.18568375 0.13335786 
CONTCAR_AuCOOH_800474 0.09800000 0.11999588 -0.15711785 -0.18774110 
CONTCAR_AuCOOH_800611 0.12270000 0.14009588 -0.25251062 -0.25795472 
CONTCAR_AuCOOH_800641 0.09220000 0.12398229 -0.13063999 -0.15811511 
CONTCAR_AuCOOH_800842 0.11860000 0.13864495 -0.09299132 -0.12841290 
CONTCAR_AuCOOH_800849 0.18700000 0.22897432 -0.20440055 -0.22135796 
CONTCAR_AuCOOH_801271 0.25370000 0.29261891 0.07653958 0.03596711 
CONTCAR_AuCOOH_801457 0.24020000 0.25034376 -0.06055612 -0.14439711 
CONTCAR_AuCOOH_801524 0.28590000 0.30483983 0.08525270 0.02651934 
CONTCAR_AuCOOH_801525 0.21460000 0.20643245 -0.03067588 -0.05445751 
CONTCAR_AuCOOH_801613 0.14670000 0.20180453 -0.11649390 -0.20853531 
CONTCAR_AuCOOH_801657 0.24970000 0.27272383 -0.13836455 -0.16331123 
CONTCAR_AuCOOH_801788 0.23040000 0.26427007 -0.11576930 -0.14141936 
CONTCAR_AuCOOH_801886 0.26820000 0.30616199 0.11511268 0.07290424 
CONTCAR_AuCOOH_801968 0.07830000 0.11749761 -0.23780494 -0.27075241 
CONTCAR_AuCOOH_802376 0.09540000 0.10722558 -0.11444522 -0.13647958 
CONTCAR_AuCOOH_802583 0.12290000 0.14043247 -0.08771617 -0.15897716 
CONTCAR_AuCOOH_8521 -0.01390000 -0.01367786 -0.30960718 -0.33424134 
CONTCAR_AuCOOH_8701 0.15200000 0.19622686 -0.15137749 -0.17967122 
CONTCAR_AuCOOH_900161 0.22460000 0.29129046 -0.15852620 -0.19979877 
CONTCAR_AuCOOH_900181 0.37290000 0.43503757 0.10156930 0.09779982 
CONTCAR_AuCOOH_900384 0.26740000 0.31145293 -0.04368844 -0.03717378 
CONTCAR_AuCOOH_900464 0.21900000 0.25729903 0.04952620 0.01481830 
CONTCAR_AuCOOH_900737 0.29470000 0.32447106 0.03057890 0.03184442 
CONTCAR_AuCOOH_900832 0.12060000 0.16625129 -0.10024256 -0.10429687 
CONTCAR_AuCOOH_900918 0.21120000 0.26434124 -0.00234036 -0.01224544 
CONTCAR_AuCOOH_901003 0.18320000 0.22632282 -0.18398402 -0.20306193 
CONTCAR_AuCOOH_901020 0.22280000 0.26863362 -0.01164991 -0.01704786 
CONTCAR_AuCOOH_901166 0.21900000 0.26465798 -0.01234205 -0.01860371 
CONTCAR_AuCOOH_901204 0.23190000 0.26603425 -0.09416689 -0.11254764 
CONTCAR_AuCOOH_901271 0.25030000 0.28443370 0.01019316 -0.01072333 
CONTCAR_AuCOOH_901764 0.19540000 0.27689263 -0.11185927 -0.13166412 
CONTCAR_AuCOOH_902046 0.22550000 0.24579520 0.01205409 -0.01524047 
CONTCAR_AuCOOH_902407 0.22690000 0.27299222 -0.15735210 -0.17695700 
CONTCAR_AuCOOH_902628 0.30340000 0.32904473 0.03898762 0.03795624 
CONTCAR_AuCOOH_903015 0.24790000 0.27688233 0.06692585 0.03308874 
CONTCAR_AuCOOH_903069 0.09500000 0.13325618 -0.26426098 -0.28415114 
CONTCAR_AuCOOH_0344 -0.11170000 -0.11747666 -0.53612332 -0.55825562 
CONTCAR_AuCOOH_0565 0.05370000 0.07966676 -0.24817939 -0.26094998 
CONTCAR_AuCOOH_0645 0.09480000 0.12998630 -0.31330607 -0.33591031 
CONTCAR_AuCOOH_0787 0.07680000 0.12266347 -0.24037502 -0.26563487 
CONTCAR_AuCOOH_1032 0.05340000 0.08594672 -0.22626237 -0.31271774 
CONTCAR_AuCOOH_1110381 0.03830000 0.05177289 -0.25667697 -0.31306228 
CONTCAR_AuCOOH_1110647 0.17870000 0.20297690 -0.13401497 -0.16802137 
CONTCAR_AuCOOH_1180 0.04950000 0.09174597 -0.29128964 -0.30044628 
CONTCAR_AuCOOH_1193 0.02750000 0.04779885 -0.24681213 -0.32161365 
CONTCAR_AuCOOH_1684 0.06140000 0.10781891 -0.21103344 -0.25587117 
CONTCAR_AuCOOH_1702 0.24150000 0.27304546 -0.08510733 -0.09961373 
CONTCAR_AuCOOH_1969 0.09580000 0.14059591 -0.19129728 -0.21817422 
CONTCAR_AuCOOH_2814 0.16200000 0.20671215 -0.15780404 -0.16423621 
CONTCAR_AuCOOH_3092 0.43070000 0.43989095 0.14088848 0.11389478 
CONTCAR_AuCOOH_3112 -0.06460000 -0.02070529 -0.37423155 -0.42512879 
CONTCAR_AuCOOH_4008 0.03640000 0.03350538 -0.36442334 -0.37293443 
CONTCAR_AuCOOH_4248 0.03650000 0.06789640 -0.31931479 -0.32515012 
CONTCAR_AuCOOH_4339 0.11820000 0.13923022 -0.23647628 -0.26964774 
CONTCAR_AuCOOH_4661 0.12900000 0.13492005 -0.09501443 -0.13434165 
CONTCAR_AuCOOH_4722 0.06920000 0.15592462 0.24919896 0.11178737 
CONTCAR_AuCOOH_4756 0.04700000 0.09734635 -0.20825675 -0.26999853 
CONTCAR_AuCOOH_5037 -0.01270000 -0.01872407 -0.39019458 -0.40192370 
CONTCAR_AuCOOH_5281 -0.03160000 -0.05412942 -0.38979790 -0.42227495 
CONTCAR_AuCOOH_5393 0.05720000 0.07156495 -0.19425617 -0.22679347 
CONTCAR_AuCOOH_5965 0.01140000 0.06291862 -0.27903536 -0.30487153 
CONTCAR_AuCOOH_5978 0.21910000 0.22891523 0.13113162 0.09474516 
CONTCAR_AuCOOH_5993 0.06190000 0.06338192 -0.27923800 -0.30891062 
CONTCAR_AuCOOH_600213 0.15410000 0.20404551 -0.13402261 -0.21076626 
CONTCAR_AuCOOH_600350 0.11590000 0.14802091 -0.21223342 -0.27116455 
CONTCAR_AuCOOH_600375 -0.07810000 -0.04034050 -0.42596554 -0.47197880 
CONTCAR_AuCOOH_600378 -0.07180000 -0.06450277 -0.32899521 -0.36571437 
CONTCAR_AuCOOH_600414 0.09970000 0.12187710 -0.14418575 -0.18843217 
CONTCAR_AuCOOH_600506 0.11570000 0.13978339 -0.11355577 -0.12690950 
CONTCAR_AuCOOH_600628 -0.10000000 -0.04938214 -0.22292372 -0.24659275 
CONTCAR_AuCOOH_600706 0.09190000 0.11813849 -0.28836866 -0.31075770 
CONTCAR_AuCOOH_601032 0.05760000 0.07363988 -0.24537859 -0.31277970 
CONTCAR_AuCOOH_601075 0.04110000 0.08051287 -0.43696616 -0.45072630 
CONTCAR_AuCOOH_601089 0.08930000 0.10401954 -0.28593567 -0.31481695 
CONTCAR_AuCOOH_601097 0.04540000 0.04360058 -0.39099808 -0.44256720 
CONTCAR_AuCOOH_601109 0.12670000 0.15914814 -0.16454828 -0.18782145 
CONTCAR_AuCOOH_601604 -0.04210000 -0.03311238 -0.37650151 -0.44844847 
CONTCAR_AuCOOH_601825 0.10250000 0.12674046 -0.26079291 -0.32252286 
CONTCAR_AuCOOH_601838 0.00840000 0.01284698 -0.43532815 -0.45458791 
CONTCAR_AuCOOH_601924 0.06290000 0.11194372 -0.18314440 -0.25066396 
CONTCAR_AuCOOH_601930 0.13220000 0.17409613 -0.27874600 -0.29349406 
CONTCAR_AuCOOH_601990 0.10330000 0.12876751 -0.33987675 -0.34085752 
CONTCAR_AuCOOH_602038 0.05480000 0.08632153 -0.20282212 -0.24746085 
CONTCAR_AuCOOH_602110 0.02870000 0.06810811 -0.13532847 -0.17466817 
CONTCAR_AuCOOH_602118 -0.06850000 -0.07555098 -0.42057162 -0.43634397 
CONTCAR_AuCOOH_6235 -0.01710000 0.01678142 -0.21674892 -0.22838266 
CONTCAR_AuCOOH_6696 0.07900000 0.12913648 -0.35607961 -0.36255325 
CONTCAR_AuCOOH_6801 0.05500000 0.05323416 -0.10542558 -0.12361032 
CONTCAR_AuCOOH_6815 0.08700000 0.15065024 -0.21860880 -0.22285977 
CONTCAR_AuCOOH_6989 -0.01360000 0.03273440 -0.34774483 -0.39110961 
CONTCAR_AuCOOH_700012 0.00420000 0.03196360 -0.26307864 -0.26436931 
CONTCAR_AuCOOH_700015 0.08340000 0.09707134 -0.28887324 -0.35713638 
CONTCAR_AuCOOH_700397 0.14000000 0.19627590 -0.10220128 -0.21772237 
CONTCAR_AuCOOH_700426 0.10150000 0.10172386 -0.21532756 -0.25097089 
CONTCAR_AuCOOH_700439 0.17710000 0.18200766 -0.06561115 -0.08250142 
CONTCAR_AuCOOH_700489 0.16840000 0.16704428 0.00356544 -0.00333497 
CONTCAR_AuCOOH_700765 0.13000000 0.15589026 -0.10679188 -0.16004306 
CONTCAR_AuCOOH_701454 0.12980000 0.15993590 -0.21341443 -0.24847693 
CONTCAR_AuCOOH_701620 0.14490000 0.16909331 -0.14165228 -0.16460124 
CONTCAR_AuCOOH_701920 0.11860000 0.13455923 -0.06575368 -0.09545736 
CONTCAR_AuCOOH_702004 0.14370000 0.16390761 -0.15020968 -0.19253527 
CONTCAR_AuCOOH_702251 0.09780000 0.12489259 -0.21611582 -0.22735599 
CONTCAR_AuCOOH_702498 0.04460000 0.07396139 -0.25461232 -0.26229232 
CONTCAR_AuCOOH_702665 0.22570000 0.25245688 0.01485628 0.00751865 
CONTCAR_AuCOOH_702704 0.15740000 0.19543315 -0.11279097 -0.13809018 
CONTCAR_AuCOOH_7213 0.00440000 0.04334033 -0.21145303 -0.21849137 
CONTCAR_AuCOOH_7544 -0.06610000 -0.05103664 -0.53763655 -0.58199148 
CONTCAR_AuCOOH_7568 0.10530000 0.12360151 -0.06149423 -0.09507166 
CONTCAR_AuCOOH_800123 0.07220000 0.07868668 -0.21044631 -0.23356389 
CONTCAR_AuCOOH_800282 0.17360000 0.19628371 -0.18993434 -0.20967381 
CONTCAR_AuCOOH_800346 0.13380000 0.17718785 -0.18098150 -0.22313999 
CONTCAR_AuCOOH_800363 0.16110000 0.18172630 -0.19696271 -0.21416126 
CONTCAR_AuCOOH_800460 0.06320000 0.09033679 -0.34417551 -0.35948411 
CONTCAR_AuCOOH_800505 0.10620000 0.12998955 -0.10498565 -0.12634449 
CONTCAR_AuCOOH_800825 0.18790000 0.20226604 -0.14280627 -0.15926931 
CONTCAR_AuCOOH_800948 0.29030000 0.33653148 -0.05268889 -0.07064133 
CONTCAR_AuCOOH_801120 0.25950000 0.30790347 -0.04657600 -0.08884374 
CONTCAR_AuCOOH_801223 0.20130000 0.18740825 0.04021017 0.02808609 
CONTCAR_AuCOOH_801454 0.20150000 0.22962544 -0.04877999 -0.08657522 
CONTCAR_AuCOOH_802109 0.05300000 0.07073166 -0.27318577 -0.30643439 
CONTCAR_AuCOOH_802526 0.12150000 0.14004154 -0.10216540 -0.11731156 
CONTCAR_AuCOOH_8480 0.01060000 0.00285263 -0.25538900 -0.29490855 
CONTCAR_AuCOOH_8515 0.05610000 0.07119212 -0.28409364 -0.34537789 
CONTCAR_AuCOOH_900030 0.29580000 0.34691678 0.05339517 0.04423977 
CONTCAR_AuCOOH_900152 0.40460000 0.42999580 0.16161910 0.16797781 
CONTCAR_AuCOOH_900398 0.24830000 0.27645471 -0.03581543 -0.06920496 
CONTCAR_AuCOOH_900486 0.31150000 0.35376466 0.16078167 0.15471861 
CONTCAR_AuCOOH_900496 0.28160000 0.29084659 0.08168746 0.09046039 
CONTCAR_AuCOOH_901849 0.23690000 0.26937968 -0.06389013 -0.08751725 
CONTCAR_AuCOOH_901974 0.26560000 0.29149713 -0.06747278 -0.06665101 
CONTCAR_AuCOOH_902309 0.38490000 0.43177118 0.08043688 0.08224631 
CONTCAR_AuCOOH_902516 0.39610000 0.42072753 0.12700491 0.09794264 
CONTCAR_AuCOOH_902538 0.28770000 0.28965640 -0.00911762 -0.03796679 
CONTCAR_AuCOOH_902884 0.30340000 0.30535607 0.12640559 0.10486482 
CONTCAR_AuCOOH_903315 0.24310000 0.25179645 -0.00291245 -0.05738897 
CONTCAR_AuCOOH_903488 0.39880000 0.42245438 0.23409701 0.20673467 
CONTCAR_AuCOOH_0539 -0.01400000 0.01906221 -0.23320515 -0.26422145 
CONTCAR_AuCOOH_0966 -0.07280000 -0.04730532 -0.38538447 -0.42718437 
CONTCAR_AuCOOH_1110221 0.19650000 0.20261733 -0.26293418 -0.28356582 
CONTCAR_AuCOOH_1110292 0.09700000 0.12993002 -0.08000882 -0.10720600 
CONTCAR_AuCOOH_1110727 0.15220000 0.15935954 -0.11956644 -0.16670418 
CONTCAR_AuCOOH_1110788 0.03410000 0.04408599 -0.23148396 -0.24475296 
CONTCAR_AuCOOH_1671 0.49870000 0.49684830 0.24083808 0.20164260 
CONTCAR_AuCOOH_2809 -0.03400000 -0.00723089 -0.35504785 -0.36849645 
CONTCAR_AuCOOH_3941 0.15780000 0.19717460 0.02883754 -0.01349783 
CONTCAR_AuCOOH_4102 0.14070000 0.16015832 -0.15025906 -0.17867336 
CONTCAR_AuCOOH_5408 0.03440000 0.05616274 -0.08690100 -0.11588070 
CONTCAR_AuCOOH_5968 -0.03930000 -0.02835637 -0.29543968 -0.31054309 
CONTCAR_AuCOOH_600000 0.06090000 0.08024120 -0.43563986 -0.44303905 
CONTCAR_AuCOOH_600003 0.13000000 0.15052951 -0.22526114 -0.27737879 
CONTCAR_AuCOOH_600004 0.12580000 0.16469769 -0.22852542 -0.25335818 
CONTCAR_AuCOOH_600068 0.00880000 0.03332421 -0.37987525 -0.39580468 
CONTCAR_AuCOOH_600090 0.10450000 0.11576152 -0.25479211 -0.28741394 
CONTCAR_AuCOOH_600145 0.12030000 0.13915119 -0.17425926 -0.25315495 
CONTCAR_AuCOOH_600249 0.08750000 0.10759531 -0.34528895 -0.34665464 
CONTCAR_AuCOOH_600358 0.10900000 0.12472962 -0.16839629 -0.21004461 
CONTCAR_AuCOOH_600452 -0.09290000 -0.08342902 -0.47971286 -0.49120046 
CONTCAR_AuCOOH_600515 0.12670000 0.18612867 -0.04236797 -0.09439612 
CONTCAR_AuCOOH_600782 -0.08570000 -0.05305661 -0.47057578 -0.50518501 
CONTCAR_AuCOOH_600834 -0.06050000 -0.05092647 -0.34119712 -0.37001341 
CONTCAR_AuCOOH_601148 0.09540000 0.10045642 -0.11823041 -0.14354717 
CONTCAR_AuCOOH_601342 0.13910000 0.14800582 -0.26033293 -0.28278696 
CONTCAR_AuCOOH_601345 0.03450000 0.06538151 -0.24708736 -0.28164552 
CONTCAR_AuCOOH_601478 0.04780000 0.04968837 -0.15993550 -0.22345376 
CONTCAR_AuCOOH_601488 0.07500000 0.08442156 -0.23887450 -0.27867575 
CONTCAR_AuCOOH_601537 0.13590000 0.16522608 -0.17232829 -0.18871235 
CONTCAR_AuCOOH_601773 0.12450000 0.15533888 -0.18990092 -0.22516314 
CONTCAR_AuCOOH_601946 0.13130000 0.16314708 -0.20156148 -0.22128577 
CONTCAR_AuCOOH_601984 0.11140000 0.17643959 -0.10756831 -0.12888671 
CONTCAR_AuCOOH_602113 0.02960000 0.05304054 -0.24335251 -0.32745230 
CONTCAR_AuCOOH_602191 0.11300000 0.13959180 -0.22997098 -0.30897109 
CONTCAR_AuCOOH_6220 0.07010000 0.09358550 -0.23508687 -0.25712065 
CONTCAR_AuCOOH_6356 -0.02190000 -0.01343961 -0.28299003 -0.33725033 
CONTCAR_AuCOOH_6843 -0.03860000 -0.01577132 -0.23243403 -0.27504366 
CONTCAR_AuCOOH_6863 0.04150000 0.05694249 -0.28371994 -0.30822651 
CONTCAR_AuCOOH_700000 0.01300000 0.03215450 -0.20633141 -0.23687910 
CONTCAR_AuCOOH_700072 0.05500000 0.06599181 -0.18321212 -0.22547145 
CONTCAR_AuCOOH_700108 0.12120000 0.14253711 -0.19258163 -0.20149191 
CONTCAR_AuCOOH_700251 0.17880000 0.21021472 -0.21614214 -0.23259562 
CONTCAR_AuCOOH_700424 0.03890000 0.08261629 -0.29858993 -0.35122347 
CONTCAR_AuCOOH_700455 0.01880000 0.03479508 -0.25258682 -0.26007445 
CONTCAR_AuCOOH_700581 0.10130000 0.12674094 -0.19248365 -0.20473105 
CONTCAR_AuCOOH_700590 0.11850000 0.12074116 -0.16912913 -0.19736349 
CONTCAR_AuCOOH_700666 0.15350000 0.14839851 -0.16067404 -0.20588577 
CONTCAR_AuCOOH_700712 0.19620000 0.21943666 -0.19308216 -0.22769053 
CONTCAR_AuCOOH_700762 0.08810000 0.13225943 -0.15052945 -0.20706368 
CONTCAR_AuCOOH_701388 0.02550000 0.05733166 -0.20993532 -0.21058819 
CONTCAR_AuCOOH_701808 -0.02850000 -0.01977906 -0.31225119 -0.35680950 
CONTCAR_AuCOOH_702114 0.09250000 0.09138347 -0.27581079 -0.33677833 
CONTCAR_AuCOOH_702131 0.12310000 0.15758255 -0.16752148 -0.18318225 
CONTCAR_AuCOOH_702208 -0.02420000 0.00184526 -0.27611947 -0.31404181 
CONTCAR_AuCOOH_702325 0.01360000 0.04577777 -0.23973333 -0.25958572 
CONTCAR_AuCOOH_702540 0.18990000 0.22949218 -0.16649081 -0.19470508 
CONTCAR_AuCOOH_702656 0.10810000 0.12053750 -0.16242130 -0.20855794 
CONTCAR_AuCOOH_7447 0.13640000 0.16728177 -0.12152744 -0.16698895 
CONTCAR_AuCOOH_7449 0.20790000 0.25316603 0.08591321 0.03792465 
CONTCAR_AuCOOH_7567 0.06110000 0.08004736 -0.24607227 -0.26223948 
CONTCAR_AuCOOH_800406 0.29380000 0.31597215 -0.00402623 -0.02430310 
CONTCAR_AuCOOH_800456 0.04780000 0.07966282 -0.18195728 -0.23895158 
CONTCAR_AuCOOH_800470 0.26940000 0.28158371 0.08747088 0.07830648 
CONTCAR_AuCOOH_800666 0.10600000 0.12214411 -0.24177031 -0.25685132 
CONTCAR_AuCOOH_800758 0.39690000 0.44024524 0.12519964 0.08683152 
CONTCAR_AuCOOH_801444 0.32680000 0.34697412 0.10205191 0.07424580 
CONTCAR_AuCOOH_801601 0.22720000 0.23215598 0.00968450 -0.00813327 
CONTCAR_AuCOOH_801634 0.24690000 0.26834041 -0.09148335 -0.12604230 
CONTCAR_AuCOOH_801754 0.26170000 0.29570202 0.07742966 0.01686670 
CONTCAR_AuCOOH_801773 0.16270000 0.18948308 -0.06990211 -0.08964186 
CONTCAR_AuCOOH_801853 0.19810000 0.24161921 0.06757677 -0.00159809 
CONTCAR_AuCOOH_801932 0.14180000 0.15073018 -0.14360491 -0.14872205 
CONTCAR_AuCOOH_801979 0.13860000 0.15234229 -0.21701916 -0.23604425 
CONTCAR_AuCOOH_802113 0.11300000 0.14123061 -0.06601705 -0.08282843 
CONTCAR_AuCOOH_802214 0.28400000 0.31802547 0.02553618 -0.00904167 
CONTCAR_AuCOOH_802450 0.01310000 -0.01841458 -0.36154167 -0.36857844 
CONTCAR_AuCOOH_802635 0.01660000 0.03945005 -0.17527148 -0.18960953 
CONTCAR_AuCOOH_8096 -0.07550000 -0.06966046 -0.43953121 -0.44246549 
CONTCAR_AuCOOH_8344 0.10090000 0.13711287 -0.32943400 -0.33940859 
CONTCAR_AuCOOH_8558 0.03470000 0.05829934 -0.24639300 -0.27956432 
CONTCAR_AuCOOH_8632 0.01560000 0.04331711 -0.26775327 -0.28259275 
CONTCAR_AuCOOH_900034 0.19000000 0.23088209 -0.05122639 -0.06195312 
CONTCAR_AuCOOH_900107 0.30330000 0.31808111 0.06881114 0.05354082 
CONTCAR_AuCOOH_900119 0.28900000 0.32300491 0.10969407 0.05537140 
CONTCAR_AuCOOH_900156 0.20630000 0.24692595 0.05306139 0.01431901 
CONTCAR_AuCOOH_900759 0.20140000 0.23525624 -0.06831890 -0.08694021 
CONTCAR_AuCOOH_900859 0.25020000 0.29870289 0.16715308 0.16308938 
CONTCAR_AuCOOH_901048 0.22650000 0.24063533 -0.06062057 -0.05752282 
CONTCAR_AuCOOH_901228 0.23460000 0.26365055 -0.01163651 -0.06027142 
CONTCAR_AuCOOH_901595 0.20710000 0.25363026 -0.07666785 -0.08580594 
CONTCAR_AuCOOH_901636 0.24850000 0.25687138 -0.03996610 -0.05354929 
CONTCAR_AuCOOH_901899 0.45670000 0.47205457 0.34770502 0.29108336 
CONTCAR_AuCOOH_902149 0.42310000 0.48025647 0.29773113 0.26687064 
CONTCAR_AuCOOH_902253 0.27970000 0.35769418 -0.02136561 -0.02741267 
CONTCAR_AuCOOH_902328 0.16270000 0.20358494 -0.13381064 -0.14966705 
CONTCAR_AuCOOH_902348 0.23350000 0.25662716 0.03008780 0.02100414 
CONTCAR_AuCOOH_902722 0.34060000 0.36124738 0.03246645 0.03246171 
CONTCAR_AuCOOH_902942 0.13100000 0.18437316 -0.06969997 -0.07056042 
CONTCAR_AuCOOH_902965 0.28340000 0.32131040 -0.01272746 -0.03648919 
CONTCAR_AuCOOH_0120 0.04020000 0.02680889 -0.31940876 -0.33742905 
CONTCAR_AuCOOH_0332 0.00240000 0.00430692 -0.24675849 -0.30285336 
CONTCAR_AuCOOH_0389 0.07250000 0.08274285 -0.15976645 -0.22785404 
CONTCAR_AuCOOH_1110356 0.40130000 0.40175648 0.18219715 0.17198807 
CONTCAR_AuCOOH_1110686 0.16240000 0.19462735 -0.14129940 -0.18644794 
CONTCAR_AuCOOH_1681 -0.10510000 -0.11439383 -0.48592068 -0.49758782 
CONTCAR_AuCOOH_2059 -0.10010000 -0.08976976 -0.40997805 -0.46063948 
CONTCAR_AuCOOH_2135 0.01680000 0.02847362 -0.34926112 -0.38198904 
CONTCAR_AuCOOH_2598 -0.05370000 -0.03494620 -0.42651380 -0.44883142 
CONTCAR_AuCOOH_2672 0.17720000 0.21762348 -0.02747813 -0.07150133 
CONTCAR_AuCOOH_2826 -0.07230000 -0.05023356 -0.31919959 -0.36206923 
CONTCAR_AuCOOH_3411 -0.01590000 -0.00612280 -0.25036376 -0.29975386 
CONTCAR_AuCOOH_3531 0.06970000 0.07227847 -0.11479898 -0.14376914 
CONTCAR_AuCOOH_3736 0.03300000 0.02675736 -0.23667629 -0.27867235 
CONTCAR_AuCOOH_3945 -0.02420000 -0.01067560 -0.42053807 -0.43277014 
CONTCAR_AuCOOH_4618 -0.03490000 -0.00566571 -0.35099254 -0.36612675 
CONTCAR_AuCOOH_4637 0.22200000 0.24682252 -0.18828528 -0.19746211 
CONTCAR_AuCOOH_4836 0.16120000 0.21688099 -0.09886363 -0.14759880 
CONTCAR_AuCOOH_4982 -0.01300000 0.00068767 -0.29258402 -0.30308496 
CONTCAR_AuCOOH_5402 0.12890000 0.14232200 -0.23420353 -0.30491062 
CONTCAR_AuCOOH_5667 -0.07880000 -0.07957728 -0.44510717 -0.45360660 
CONTCAR_AuCOOH_600018 0.11790000 0.13503919 -0.17755043 -0.18845608 
CONTCAR_AuCOOH_600038 0.00830000 0.06101472 -0.43891825 -0.46607128 
CONTCAR_AuCOOH_600065 0.07830000 0.13455204 -0.20103708 -0.23470821 
CONTCAR_AuCOOH_600124 0.03620000 0.02907296 -0.35941298 -0.36820295 
CONTCAR_AuCOOH_600139 -0.04030000 -0.02297164 -0.43481701 -0.44530628 
CONTCAR_AuCOOH_600286 0.05560000 0.06068709 -0.23011151 -0.30630484 
CONTCAR_AuCOOH_600562 0.03290000 0.05360813 -0.33969686 -0.39003963 
CONTCAR_AuCOOH_600690 0.08380000 0.11919944 -0.10281258 -0.15366273 
CONTCAR_AuCOOH_600847 0.07880000 0.11381238 -0.11876151 -0.13094556 
CONTCAR_AuCOOH_600951 0.08800000 0.10224231 -0.23164459 -0.26084006 
CONTCAR_AuCOOH_600980 0.12560000 0.14589693 -0.15468165 -0.18999581 
CONTCAR_AuCOOH_600987 -0.04800000 -0.01761049 -0.39780001 -0.43961184 
CONTCAR_AuCOOH_601068 0.11650000 0.15437687 -0.16570719 -0.24546491 
CONTCAR_AuCOOH_601290 0.01470000 0.04719313 -0.41221997 -0.42221991 
CONTCAR_AuCOOH_601505 0.02150000 0.03376502 -0.31002308 -0.32341911 
CONTCAR_AuCOOH_601555 0.05830000 0.07485668 -0.24242745 -0.29685472 
CONTCAR_AuCOOH_601624 0.09640000 0.10994675 -0.35695081 -0.37648583 
