system Eqm_adsorption(eV) Ereqm_adsorption(eV) Ereqm_adsorption_solv_fixed(eV) Ereqm_adsorption_solv_min(eV)
CONTCAR_AuCOOH_1110404 0.24980000 0.25130413 -0.07623517 -0.11613858 
CONTCAR_AuCOOH_1110611 0.23070000 0.28854293 -0.01512570 -0.05542358 
CONTCAR_AuCOOH_1110712 0.04880000 0.07770023 -0.15026328 -0.16024731 
CONTCAR_AuCOOH_1110781 0.46190000 0.48749657 0.25339747 0.21281178 
CONTCAR_AuCOOH_1995 0.50440000 0.53015626 0.19928749 0.18734542 
CONTCAR_AuCOOH_2765 0.10210000 0.10569021 -0.09423699 -0.10352657 
CONTCAR_AuCOOH_3375 0.01050000 0.02964045 -0.33335514 -0.35708753 
CONTCAR_AuCOOH_3422 0.03800000 0.05682128 -0.30550995 -0.32373024 
CONTCAR_AuCOOH_3697 0.18580000 0.23359723 -0.11488813 -0.11822967 
CONTCAR_AuCOOH_3859 -0.08510000 -0.05706758 -0.43694059 -0.44008330 
CONTCAR_AuCOOH_4086 0.12550000 0.16845497 -0.11822458 -0.14351916 
CONTCAR_AuCOOH_4801 0.10380000 0.09675225 -0.11750683 -0.16268530 
CONTCAR_AuCOOH_5917 0.15670000 0.16551742 -0.10909113 -0.14747347 
CONTCAR_AuCOOH_600091 0.04100000 0.05036676 -0.26176931 -0.34686963 
CONTCAR_AuCOOH_600221 -0.00670000 0.01299733 -0.29422072 -0.30730458 
CONTCAR_AuCOOH_600317 0.11120000 0.12618767 -0.17813906 -0.19826833 
CONTCAR_AuCOOH_600352 0.08430000 0.10832002 -0.28411625 -0.28322035 
CONTCAR_AuCOOH_600623 0.15530000 0.15354677 0.06428075 0.03078939 
CONTCAR_AuCOOH_600714 0.14970000 0.16021816 -0.24899559 -0.27370739 
CONTCAR_AuCOOH_601265 -0.05400000 -0.04492538 -0.38190676 -0.38655169 
CONTCAR_AuCOOH_601451 0.12840000 0.15279573 -0.18569861 -0.20037148 
CONTCAR_AuCOOH_601521 -0.05870000 -0.05491704 -0.51361708 -0.51520571 
CONTCAR_AuCOOH_601644 0.00460000 0.01086006 -0.39702100 -0.40637249 
CONTCAR_AuCOOH_601751 0.09230000 0.11642589 -0.24536737 -0.26026598 
CONTCAR_AuCOOH_601865 0.06080000 0.08492691 -0.21755154 -0.24871486 
CONTCAR_AuCOOH_601898 0.00190000 0.01745335 -0.33307860 -0.34910911 
CONTCAR_AuCOOH_601921 -0.11410000 -0.11057338 -0.39312043 -0.41280892 
CONTCAR_AuCOOH_601938 0.01910000 0.03015017 -0.20832184 -0.23730498 
CONTCAR_AuCOOH_6527 0.19360000 0.22846069 -0.13158532 -0.15854974 
CONTCAR_AuCOOH_6840 -0.00880000 0.00277482 -0.24448960 -0.29195246 
CONTCAR_AuCOOH_6888 0.11170000 0.12635640 -0.03589602 -0.05843854 
CONTCAR_AuCOOH_700134 0.04500000 0.07747962 -0.35052054 -0.35752890 
CONTCAR_AuCOOH_700211 0.09620000 0.11221567 -0.17758746 -0.22003748 
CONTCAR_AuCOOH_700217 0.17340000 0.20413991 -0.23614662 -0.27503344 
CONTCAR_AuCOOH_700232 0.21030000 0.24082852 -0.12912594 -0.13471069 
CONTCAR_AuCOOH_700521 0.01390000 0.04941919 -0.31764194 -0.36705467 
CONTCAR_AuCOOH_700838 0.06210000 0.10067689 -0.10449312 -0.10825781 
CONTCAR_AuCOOH_700909 0.12310000 0.13351841 -0.19305786 -0.26368021 
CONTCAR_AuCOOH_701076 0.02820000 0.04165429 -0.27785656 -0.32255616 
CONTCAR_AuCOOH_701156 0.03050000 0.02994374 -0.24498787 -0.24873416 
CONTCAR_AuCOOH_701199 0.11710000 0.15564027 0.01278176 -0.00943822 
CONTCAR_AuCOOH_701209 0.03700000 0.04685527 -0.07873228 -0.08914999 
CONTCAR_AuCOOH_701327 0.13530000 0.17763288 -0.14256512 -0.15960059 
CONTCAR_AuCOOH_701413 0.00670000 0.02768192 -0.19115003 -0.21396451 
CONTCAR_AuCOOH_701535 0.13640000 0.17636386 -0.01862961 -0.10470554 
CONTCAR_AuCOOH_701963 0.06660000 0.10089812 -0.19760997 -0.22585838 
CONTCAR_AuCOOH_702045 0.00080000 0.02459728 -0.25486605 -0.29569395 
CONTCAR_AuCOOH_702331 0.11080000 0.13526010 -0.27903810 -0.32414169 
CONTCAR_AuCOOH_702518 0.12520000 0.16886052 -0.12021927 -0.15111238 
CONTCAR_AuCOOH_702731 0.18390000 0.20747420 -0.21027694 -0.24329935 
CONTCAR_AuCOOH_7261 0.29890000 0.34416693 -0.00123273 -0.02636355 
CONTCAR_AuCOOH_7279 0.00050000 0.00005426 -0.24921865 -0.28567829 
CONTCAR_AuCOOH_7342 0.12030000 0.15106252 -0.17196113 -0.24536325 
CONTCAR_AuCOOH_7703 0.11890000 0.17064075 -0.07807379 -0.08901419 
CONTCAR_AuCOOH_800448 0.21290000 0.23916641 -0.08414290 -0.14237295 
CONTCAR_AuCOOH_800612 0.26010000 0.29541396 0.08333095 0.05231486 
CONTCAR_AuCOOH_800841 0.18560000 0.18550821 0.01036585 -0.00456283 
CONTCAR_AuCOOH_801006 0.02950000 0.06179989 -0.23782835 -0.27075770 
CONTCAR_AuCOOH_801017 0.17490000 0.20944167 -0.07141854 -0.09160739 
CONTCAR_AuCOOH_801066 0.13160000 0.15972052 -0.10276645 -0.11249660 
CONTCAR_AuCOOH_801188 0.17590000 0.26402929 -0.00102296 -0.08524543 
CONTCAR_AuCOOH_801406 0.25800000 0.27737169 -0.00546102 -0.02080600 
CONTCAR_AuCOOH_801445 0.22040000 0.22475878 -0.02846838 -0.04521098 
CONTCAR_AuCOOH_801509 0.26360000 0.32544830 0.01463867 -0.02196469 
CONTCAR_AuCOOH_801940 0.09900000 0.12247681 -0.18515214 -0.21131736 
CONTCAR_AuCOOH_802079 0.24370000 0.26267541 0.06859931 0.02102322 
CONTCAR_AuCOOH_802165 0.14180000 0.18778016 -0.09077579 -0.09193590 
CONTCAR_AuCOOH_802289 0.16980000 0.19450524 0.00336248 -0.03403094 
CONTCAR_AuCOOH_802294 0.18450000 0.19486815 -0.03048245 -0.07448216 
CONTCAR_AuCOOH_8532 -0.05670000 -0.04055696 -0.41990891 -0.44396016 
CONTCAR_AuCOOH_8976 0.14570000 0.19043902 -0.15612692 -0.15698734 
CONTCAR_AuCOOH_900026 0.34050000 0.38301603 0.11055644 0.07585367 
CONTCAR_AuCOOH_900041 0.27840000 0.33968088 0.99095319 0.21074539 
CONTCAR_AuCOOH_900046 0.16380000 0.18957185 -0.10212590 -0.12569570 
CONTCAR_AuCOOH_900213 0.24980000 0.28319520 0.06223649 0.00944083 
CONTCAR_AuCOOH_900564 0.29260000 0.34832814 0.10583387 0.08962435 
CONTCAR_AuCOOH_900717 0.23310000 0.31657786 -0.03072797 -0.04631705 
CONTCAR_AuCOOH_900802 0.47800000 0.51353939 0.12371583 0.08487888 
CONTCAR_AuCOOH_901183 0.20360000 0.23163128 -0.13069451 -0.15319907 
CONTCAR_AuCOOH_901350 0.15130000 0.20275349 -0.11742173 -0.11802416 
CONTCAR_AuCOOH_901453 0.28460000 0.32450826 0.13955086 0.12768976 
CONTCAR_AuCOOH_901559 0.28330000 0.29433205 0.00664244 -0.01984494 
CONTCAR_AuCOOH_901861 0.40060000 0.43377738 0.09532303 0.07093874 
CONTCAR_AuCOOH_901875 0.21190000 0.22775622 -0.06982292 -0.09377557 
CONTCAR_AuCOOH_901963 0.28770000 0.32105163 -0.08900720 -0.11831766 
CONTCAR_AuCOOH_902175 0.22410000 0.26840945 0.06042592 0.03470011 
CONTCAR_AuCOOH_902336 0.28390000 0.30215864 -0.01852283 -0.07375698 
CONTCAR_AuCOOH_902727 0.34790000 0.39504557 0.09498726 0.08930767 
CONTCAR_AuCOOH_902799 0.17470000 0.20674505 -0.13200539 -0.14826551 
CONTCAR_AuCOOH_902869 0.22380000 0.25736125 -0.08331870 -0.09409104 
CONTCAR_AuCOOH_902976 0.31420000 0.32985722 0.07809708 0.00618084 
CONTCAR_AuCOOH_903201 0.17600000 0.19782007 -0.09222583 -0.11029417 
CONTCAR_AuCOOH_903333 0.27030000 0.30146417 -0.08083733 -0.08159240 
CONTCAR_AuCOOH_903446 0.33360000 0.36787248 0.04869953 0.03049907 
CONTCAR_AuCOOH_903563 0.25750000 0.28749334 0.05694981 0.04412969 
CONTCAR_AuCOOH_0233 0.05270000 0.07918324 -0.16843743 -0.18171345 
CONTCAR_AuCOOH_0802 -0.00040000 0.00613204 -0.23230142 -0.26060976 
CONTCAR_AuCOOH_1110339 0.39640000 0.42190583 0.30250352 0.27788714 
CONTCAR_AuCOOH_1110372 0.05250000 0.08207207 -0.23119988 -0.25467124 
CONTCAR_AuCOOH_1110803 0.14660000 0.17879623 -0.23251789 -0.24818714 
CONTCAR_AuCOOH_1675 -0.00960000 0.00019594 -0.27703152 -0.28920876 
CONTCAR_AuCOOH_2468 0.11640000 0.15591738 -0.25612782 -0.28024097 
CONTCAR_AuCOOH_2922 0.09110000 0.10146174 -0.18876055 -0.22663396 
CONTCAR_AuCOOH_4922 -0.13090000 -0.10507674 -0.48892706 -0.49650098 
CONTCAR_AuCOOH_5503 0.08810000 0.08989561 -0.25276847 -0.28964084 
CONTCAR_AuCOOH_5605 -0.00250000 0.01970540 -0.30980992 -0.34054681 
CONTCAR_AuCOOH_600110 0.14950000 0.16407466 -0.11127169 -0.12427516 
CONTCAR_AuCOOH_600113 0.11940000 0.13900206 -0.20217794 -0.24157214 
CONTCAR_AuCOOH_600407 0.04300000 0.06552859 -0.25567186 -0.26779550 
CONTCAR_AuCOOH_600574 0.08500000 0.13522489 -0.31019136 -0.31927559 
CONTCAR_AuCOOH_600743 -0.05230000 -0.03777454 -0.35500292 -0.40019113 
CONTCAR_AuCOOH_601018 0.01850000 0.03726010 -0.40580718 -0.43360596 
CONTCAR_AuCOOH_601249 0.05270000 0.08047179 -0.25384675 -0.28740586 
CONTCAR_AuCOOH_601517 0.07270000 0.06724031 -0.24416620 -0.25812064 
CONTCAR_AuCOOH_601748 0.04010000 0.06579190 -0.26527901 -0.30521827 
CONTCAR_AuCOOH_601999 0.23900000 0.27787979 -0.20465902 -0.22471815 
CONTCAR_AuCOOH_602049 0.04230000 0.06017866 -0.24626978 -0.29004473 
CONTCAR_AuCOOH_602115 0.06590000 0.07402534 -0.26339560 -0.27096183 
CONTCAR_AuCOOH_602162 0.06310000 0.09112382 -0.38592845 -0.40159201 
CONTCAR_AuCOOH_602206 0.10240000 0.11446347 -0.29979575 -0.30563881 
CONTCAR_AuCOOH_6027 -0.04600000 -0.02786312 -0.36527332 -0.38723778 
CONTCAR_AuCOOH_6099 0.16320000 0.16412795 -0.15901125 -0.20012522 
CONTCAR_AuCOOH_6459 -0.05140000 -0.02915246 -0.38098331 -0.39387017 
CONTCAR_AuCOOH_6628 0.02720000 0.04119467 -0.37143331 -0.38611440 
CONTCAR_AuCOOH_700033 0.22060000 0.24236365 -0.08697581 -0.09042383 
CONTCAR_AuCOOH_700137 0.04100000 0.07785606 -0.10495317 -0.11516010 
CONTCAR_AuCOOH_700152 0.11410000 0.13252220 -0.15824409 -0.17170645 
CONTCAR_AuCOOH_700229 0.12760000 0.14631963 -0.05553447 -0.06691140 
CONTCAR_AuCOOH_700241 0.06560000 0.10228751 -0.10031223 -0.13215872 
CONTCAR_AuCOOH_700408 0.11140000 0.14212161 -0.19973081 -0.25827719 
CONTCAR_AuCOOH_700841 0.12740000 0.13445304 -0.06151913 -0.11352581 
CONTCAR_AuCOOH_700929 -0.01700000 0.00356665 -0.28490445 -0.29212774 
CONTCAR_AuCOOH_701139 0.12570000 0.14818422 -0.23456965 -0.23431128 
CONTCAR_AuCOOH_701246 0.15140000 0.18138450 -0.09911888 -0.12491971 
CONTCAR_AuCOOH_701312 -0.00100000 0.02184558 -0.28369173 -0.30366073 
CONTCAR_AuCOOH_701323 0.03600000 0.05849911 -0.29958436 -0.32266909 
CONTCAR_AuCOOH_701335 0.09210000 0.10143457 -0.29872570 -0.29988032 
CONTCAR_AuCOOH_701588 0.19040000 0.22736750 -0.14604974 -0.16531140 
CONTCAR_AuCOOH_701723 0.11610000 0.13996785 -0.16465779 -0.17234145 
CONTCAR_AuCOOH_701737 0.18020000 0.19611083 -0.04153258 -0.11308213 
CONTCAR_AuCOOH_701777 -0.01130000 0.01508509 -0.29902250 -0.35885576 
CONTCAR_AuCOOH_701898 0.14560000 0.18313991 -0.20157484 -0.21814225 
CONTCAR_AuCOOH_702088 0.11650000 0.14598610 -0.21275065 -0.25482445 
CONTCAR_AuCOOH_702158 0.06160000 0.11328245 -0.34175567 -0.36454643 
CONTCAR_AuCOOH_702293 0.15520000 0.16310319 -0.20714914 -0.23047464 
CONTCAR_AuCOOH_702451 0.16130000 0.19117934 -0.11150243 -0.15298767 
CONTCAR_AuCOOH_800423 0.20990000 0.23838780 -0.14754828 -0.16548788 
CONTCAR_AuCOOH_800438 0.21930000 0.24962638 0.02476885 -0.02641794 
CONTCAR_AuCOOH_800615 0.15640000 0.18293282 0.03503475 -0.00044198 
CONTCAR_AuCOOH_800626 0.06640000 0.07907649 -0.27605358 -0.30662845 
CONTCAR_AuCOOH_800632 0.14910000 0.17250702 -0.09557152 -0.12310296 
CONTCAR_AuCOOH_800652 0.21740000 0.22621455 -0.09385463 -0.10215194 
CONTCAR_AuCOOH_800953 0.26230000 0.27028469 0.05358367 0.02793035 
CONTCAR_AuCOOH_801089 0.17220000 0.17829857 0.07670197 0.00077336 
CONTCAR_AuCOOH_801241 0.19960000 0.24328622 0.10776995 0.06549197 
CONTCAR_AuCOOH_801314 0.32370000 0.33549949 0.23295557 0.19394663 
CONTCAR_AuCOOH_801380 0.01360000 0.05006413 -0.33775716 -0.36118926 
CONTCAR_AuCOOH_801478 0.25510000 0.30099723 -0.03474337 -0.11202064 
CONTCAR_AuCOOH_801719 0.32190000 0.33033381 0.06007535 0.01396471 
CONTCAR_AuCOOH_801782 0.35360000 0.38988152 0.17850500 0.16414609 
CONTCAR_AuCOOH_801804 0.25260000 0.26155780 -0.05745966 -0.07946994 
CONTCAR_AuCOOH_801813 0.19850000 0.21797129 -0.05347586 -0.07914257 
CONTCAR_AuCOOH_802101 -0.02150000 0.00949539 -0.26752597 -0.29613495 
CONTCAR_AuCOOH_802110 0.22460000 0.24730300 0.05278513 0.02834729 
CONTCAR_AuCOOH_802278 0.19940000 0.21763772 -0.10140829 -0.12025464 
CONTCAR_AuCOOH_802290 0.32360000 0.33386655 0.20570440 0.18245047 
CONTCAR_AuCOOH_802504 0.07090000 0.10987617 -0.17104471 -0.19212321 
CONTCAR_AuCOOH_802600 0.24030000 0.25204618 -0.10182135 -0.10531660 
CONTCAR_AuCOOH_8659 -0.09710000 -0.10386138 -0.34778986 -0.37349515 
CONTCAR_AuCOOH_8696 0.18080000 0.21285369 -0.06595557 -0.08519329 
CONTCAR_AuCOOH_900135 0.09870000 0.27458339 0.13153364 0.07470964 
CONTCAR_AuCOOH_900142 0.11510000 0.14743185 -0.21889854 -0.22545874 
CONTCAR_AuCOOH_900256 0.20870000 0.25137378 0.00231646 -0.04920422 
CONTCAR_AuCOOH_900451 0.31450000 0.31157815 0.06636338 0.05071666 
CONTCAR_AuCOOH_900645 0.21890000 0.26191734 0.02344972 -0.06124276 
CONTCAR_AuCOOH_900750 0.19110000 0.26471062 -0.10916906 -0.11660194 
CONTCAR_AuCOOH_900977 0.40630000 0.40369312 0.22689495 0.20600799 
CONTCAR_AuCOOH_901079 0.28820000 0.33828462 0.03262709 0.03385861 
CONTCAR_AuCOOH_901084 0.19110000 0.23397502 -0.12913106 -0.13390892 
CONTCAR_AuCOOH_901119 0.16700000 0.20878729 0.01391792 0.02250857 
CONTCAR_AuCOOH_901154 0.15430000 0.17325417 -0.14605125 -0.18020156 
CONTCAR_AuCOOH_901214 0.20570000 0.21752068 0.27832336 0.27669285 
CONTCAR_AuCOOH_901216 0.23320000 0.29046179 -0.10837688 -0.07835239 
CONTCAR_AuCOOH_901353 0.20300000 0.25070184 -0.06239403 -0.04912691 
CONTCAR_AuCOOH_901457 0.28020000 0.33350288 0.15277553 0.14306626 
CONTCAR_AuCOOH_901473 0.15990000 0.16457662 -0.13409870 -0.19055014 
CONTCAR_AuCOOH_901524 0.27940000 0.32192444 0.09400906 0.07135639 
CONTCAR_AuCOOH_901648 0.22580000 0.26843307 -0.15001133 -0.17045235 
CONTCAR_AuCOOH_901704 0.20920000 0.30193456 -0.11170413 -0.12680829 
CONTCAR_AuCOOH_902060 0.19830000 0.23452279 0.14742688 0.11131757 
CONTCAR_AuCOOH_902260 0.22950000 0.26240380 0.01423908 -0.01714776 
CONTCAR_AuCOOH_902731 0.22540000 0.26267410 -0.16607295 -0.18073905 
CONTCAR_AuCOOH_902802 0.39750000 0.43772497 0.18874944 0.17269438 
CONTCAR_AuCOOH_902849 0.21060000 0.24066662 0.06110535 0.02922171 
CONTCAR_AuCOOH_903016 0.22270000 0.24884575 -0.02618971 -0.02855541 
CONTCAR_AuCOOH_0102 0.01040000 0.01053756 -0.26615646 -0.29479383 
CONTCAR_AuCOOH_0339 -0.12080000 -0.10638744 -0.36214863 -0.37899196 
CONTCAR_AuCOOH_0430 0.24250000 0.27922505 -0.04644685 -0.09859750 
CONTCAR_AuCOOH_0652 -0.15010000 -0.13315012 -0.45354440 -0.48728859 
CONTCAR_AuCOOH_1026 0.13140000 0.14563338 -0.16141452 -0.18509558 
CONTCAR_AuCOOH_1110176 0.09180000 0.09278613 -0.16447247 -0.20352916 
CONTCAR_AuCOOH_1110303 0.34240000 0.37073197 -0.00183677 -0.03307638 
CONTCAR_AuCOOH_1110315 0.06830000 0.07831786 -0.32078413 -0.36785759 
CONTCAR_AuCOOH_1110714 0.13280000 0.15769161 -0.25896823 -0.28321099 
CONTCAR_AuCOOH_1110761 0.28500000 0.30202268 -0.05323439 -0.05351717 
CONTCAR_AuCOOH_1110785 0.52440000 0.56395514 0.39152221 0.35867746 
CONTCAR_AuCOOH_1110794 0.04170000 0.05306061 -0.39637665 -0.40480628 
CONTCAR_AuCOOH_1268 -0.04830000 -0.02039673 -0.40428019 -0.42047682 
CONTCAR_AuCOOH_2884 0.01130000 0.01734756 -0.36610192 -0.37205306 
CONTCAR_AuCOOH_2949 -0.08420000 -0.10268751 -0.38867342 -0.41953774 
CONTCAR_AuCOOH_3029 -0.00150000 0.01118075 -0.25228064 -0.27456737 
CONTCAR_AuCOOH_3542 -0.03060000 -0.00336879 -0.43472437 -0.45935751 
CONTCAR_AuCOOH_4107 -0.05380000 -0.04270736 -0.35153591 -0.39701148 
CONTCAR_AuCOOH_4118 0.16960000 0.19003148 -0.12175338 -0.15398528 
CONTCAR_AuCOOH_4133 -0.03100000 -0.00484844 -0.49739125 -0.50101064 
CONTCAR_AuCOOH_4506 0.02880000 0.05633761 -0.10307391 -0.15235349 
CONTCAR_AuCOOH_5285 -0.00120000 0.02175224 -0.34749057 -0.38861482 
CONTCAR_AuCOOH_5969 0.03480000 0.04617366 -0.25255965 -0.25653463 
CONTCAR_AuCOOH_600093 0.08120000 0.08755851 -0.31867035 -0.33004059 
CONTCAR_AuCOOH_600187 0.06480000 0.04514155 -0.28256680 -0.32444451 
CONTCAR_AuCOOH_600351 0.04780000 0.07824682 -0.19825971 -0.21591717 
CONTCAR_AuCOOH_600542 0.03220000 0.06467441 -0.26264347 -0.31437899 
CONTCAR_AuCOOH_600629 0.14130000 0.17727598 -0.19752064 -0.24053313 
CONTCAR_AuCOOH_600871 0.09780000 0.13135001 -0.20965773 -0.21740540 
CONTCAR_AuCOOH_601010 0.05030000 0.05775546 -0.41621664 -0.42901439 
CONTCAR_AuCOOH_601013 0.03440000 0.06360062 -0.38129549 -0.38861514 
CONTCAR_AuCOOH_601041 0.06440000 0.10757976 -0.19651950 -0.24243911 
CONTCAR_AuCOOH_601150 0.08030000 0.10433921 -0.19367745 -0.22334941 
CONTCAR_AuCOOH_601320 0.13100000 0.14116333 -0.08599430 -0.14421434 
CONTCAR_AuCOOH_601441 0.02490000 0.04584626 -0.30710062 -0.34354184 
CONTCAR_AuCOOH_601649 0.10390000 0.14113375 0.06480679 0.02649080 
CONTCAR_AuCOOH_601673 0.09390000 0.11147315 -0.30120452 -0.32783102 
CONTCAR_AuCOOH_601766 0.05900000 0.07201819 -0.18617035 -0.22049935 
CONTCAR_AuCOOH_601854 0.01860000 0.03055396 -0.32820077 -0.33751678 
CONTCAR_AuCOOH_601863 0.02220000 0.05254074 -0.31609123 -0.34823708 
CONTCAR_AuCOOH_601890 0.02860000 0.06218637 -0.29871996 -0.33146192 
CONTCAR_AuCOOH_601903 0.08820000 0.12362119 -0.21612638 -0.24192796 
CONTCAR_AuCOOH_602051 0.16830000 0.18323477 -0.24397102 -0.26116272 
CONTCAR_AuCOOH_602108 -0.02800000 -0.05751204 -0.19902489 -0.38558133 
CONTCAR_AuCOOH_6561 0.05510000 0.07330451 -0.28664678 -0.29407543 
CONTCAR_AuCOOH_6603 0.03860000 0.06815642 -0.31878696 -0.33787816 
CONTCAR_AuCOOH_6929 0.12720000 0.18113719 -0.08816975 -0.10528664 
CONTCAR_AuCOOH_700710 0.03730000 0.04951054 -0.28274048 -0.32303235 
CONTCAR_AuCOOH_700844 -0.09810000 -0.12910017 -0.36790589 -0.43143658 
CONTCAR_AuCOOH_700859 0.11290000 0.12711411 -0.21474386 -0.24899550 
CONTCAR_AuCOOH_700918 0.18920000 0.21160741 -0.05557478 -0.09109092 
CONTCAR_AuCOOH_700935 0.17220000 0.19022981 -0.06200960 -0.09229747 
CONTCAR_AuCOOH_701065 0.09800000 0.10710002 -0.13044491 -0.18473592 
CONTCAR_AuCOOH_701218 0.05230000 0.05706151 -0.24582763 -0.26730076 
CONTCAR_AuCOOH_701284 0.06700000 0.10011506 -0.27880027 -0.30073824 
CONTCAR_AuCOOH_701359 0.22340000 0.23875337 -0.00352129 -0.08443205 
CONTCAR_AuCOOH_701574 0.21610000 0.22751514 -0.13995933 -0.14783670 
CONTCAR_AuCOOH_701874 0.07530000 0.10316399 -0.22429567 -0.26066896 
CONTCAR_AuCOOH_701891 0.07810000 0.06947306 -0.21978613 -0.22907619 
CONTCAR_AuCOOH_702229 0.17590000 0.21384478 -0.03364132 -0.10473290 
CONTCAR_AuCOOH_702233 0.19340000 0.22422027 -0.22654091 -0.24901766 
CONTCAR_AuCOOH_702269 0.28850000 0.31185483 0.06090520 0.06366513 
CONTCAR_AuCOOH_702390 -0.10810000 -0.10370052 -0.32364845 -0.33945700 
CONTCAR_AuCOOH_702696 0.13680000 0.17601810 -0.20257576 -0.23393560 
CONTCAR_AuCOOH_800032 0.21080000 0.22597457 0.02144068 -0.01150171 
CONTCAR_AuCOOH_800517 0.23940000 0.26198412 0.04823155 0.02221087 
CONTCAR_AuCOOH_800657 0.22920000 0.24153949 -0.07774024 -0.12234250 
CONTCAR_AuCOOH_800785 0.18520000 0.22182679 -0.00502376 -0.02915229 
CONTCAR_AuCOOH_800852 0.18910000 0.19897148 -0.15621712 -0.16933734 
CONTCAR_AuCOOH_801230 0.12780000 0.13258563 -0.04134721 -0.10207714 
CONTCAR_AuCOOH_801363 0.05130000 0.07533740 -0.27577716 -0.28088794 
CONTCAR_AuCOOH_801396 0.16140000 0.16981355 -0.20503794 -0.22440920 
CONTCAR_AuCOOH_801701 0.13500000 0.12401844 -0.06651697 -0.10719170 
CONTCAR_AuCOOH_801841 0.14510000 0.15454859 -0.10354393 -0.13319180 
CONTCAR_AuCOOH_802112 0.15530000 0.16632988 -0.18627511 -0.22081838 
CONTCAR_AuCOOH_802211 0.33910000 0.35724510 0.11049574 0.09498406 
CONTCAR_AuCOOH_802279 0.09160000 0.10734398 -0.28857054 -0.31080593 
CONTCAR_AuCOOH_802436 0.19110000 0.19620413 -0.11134655 -0.15307816 
CONTCAR_AuCOOH_802582 0.20670000 0.26582194 -0.02354502 -0.03819180 
CONTCAR_AuCOOH_8324 0.10140000 0.15459324 -0.19505367 -0.22291142 
CONTCAR_AuCOOH_900120 0.33770000 0.35616784 0.04044849 0.02049755 
CONTCAR_AuCOOH_900340 0.28210000 0.34006594 0.03964141 0.02886309 
CONTCAR_AuCOOH_900423 0.40170000 0.43399098 0.08071877 0.06243599 
CONTCAR_AuCOOH_900521 0.23180000 0.32844067 -0.06199899 -0.10745114 
CONTCAR_AuCOOH_900637 0.25300000 0.28863975 0.07391863 0.07435328 
CONTCAR_AuCOOH_900781 0.15340000 0.18666102 -0.19232950 -0.19321981 
CONTCAR_AuCOOH_900840 0.21110000 0.26024237 -0.08021321 -0.11040034 
CONTCAR_AuCOOH_900921 0.26800000 0.31490432 0.11378153 0.11906225 
CONTCAR_AuCOOH_900967 0.29440000 0.29672005 -0.01197613 -0.00580221 
CONTCAR_AuCOOH_900996 0.27220000 0.28597200 0.07181410 0.03892786 
CONTCAR_AuCOOH_901174 0.30690000 0.32694713 0.05855289 0.04264568 
CONTCAR_AuCOOH_901523 0.40000000 0.41763617 0.12005545 0.09812522 
CONTCAR_AuCOOH_901780 0.18910000 0.23293456 -0.12009627 -0.16023918 
CONTCAR_AuCOOH_901967 0.30050000 0.33017265 0.09938016 0.09621021 
CONTCAR_AuCOOH_902065 0.22530000 0.29394927 0.01284274 -0.01018010 
CONTCAR_AuCOOH_902262 0.16650000 0.19024602 -0.10257535 -0.08887991 
CONTCAR_AuCOOH_902809 0.17510000 0.22863224 -0.03445404 -0.10633759 
CONTCAR_AuCOOH_902843 0.23660000 0.27687893 0.02753375 0.01474390 
CONTCAR_AuCOOH_903356 0.26430000 0.31014527 -0.01593150 -0.04860947 
CONTCAR_AuCOOH_903503 0.32300000 0.35100897 0.10557742 0.07644855 
CONTCAR_AuCOOH_0465 0.01200000 0.02732485 -0.25074491 -0.24868408 
CONTCAR_AuCOOH_1110530 0.09950000 0.12826394 -0.26029025 -0.31076881 
CONTCAR_AuCOOH_1110590 0.12470000 0.14526012 -0.17641256 -0.21617877 
CONTCAR_AuCOOH_1110687 0.22560000 0.25549968 0.01183902 -0.04313474 
CONTCAR_AuCOOH_2057 -0.01640000 -0.01049288 -0.20966990 -0.22629866 
CONTCAR_AuCOOH_2078 -0.02650000 -0.01885258 -0.38813775 -0.40709936 
CONTCAR_AuCOOH_2291 0.16280000 0.15789913 -0.18211730 -0.23031275 
CONTCAR_AuCOOH_2609 0.03420000 0.02451908 -0.18638884 -0.23385304 
CONTCAR_AuCOOH_3187 -0.15620000 -0.12810222 -0.57310425 -0.59662664 
CONTCAR_AuCOOH_3280 0.00820000 0.02880992 -0.35610694 -0.40545268 
CONTCAR_AuCOOH_3380 0.00850000 0.03274910 -0.35890337 -0.36072647 
CONTCAR_AuCOOH_3455 0.07300000 0.10100637 -0.28709058 -0.30512216 
CONTCAR_AuCOOH_3579 0.10450000 0.14687544 -0.23200242 -0.25433524 
CONTCAR_AuCOOH_3682 -0.02990000 -0.02256057 -0.31345151 -0.32186449 
CONTCAR_AuCOOH_3746 -0.03560000 -0.03673081 -0.34576574 -0.40128710 
CONTCAR_AuCOOH_4130 0.05090000 0.08234062 -0.13994323 -0.17620229 
CONTCAR_AuCOOH_4135 -0.04040000 -0.02403168 -0.38336928 -0.39993462 
CONTCAR_AuCOOH_4439 -0.08010000 -0.06912235 -0.39750211 -0.39863783 
CONTCAR_AuCOOH_5185 -0.04300000 -0.00519969 -0.22629705 -0.22903114 
CONTCAR_AuCOOH_5206 0.30040000 0.32626959 -0.00493713 -0.01015306 
CONTCAR_AuCOOH_5237 0.01790000 0.03715569 -0.31508877 -0.32674492 
CONTCAR_AuCOOH_5585 0.02700000 0.03520049 -0.25898849 -0.26951671 
